标题,朝代,作者,体裁,内容
﻿望崧少二首 其一 ,金,元好问,七言律诗,崧少飞来昆阆山，山家茅屋翠微间。鸡豚乡社相劳苦，花木禅房时往还。结习尚馀三宿恋，残年多负半生閒。长河一苇人千里，望断西城碧玉环。
﻿望崧少二首 其二 ,金,元好问,七言律诗,饮鹤池边万木稠，养龙崖上五峰秋。藤垂绝壁云添润，涧落哀湍雪共流。田父占年惊玉旆，诗仙留迹叹昆丘。西风落日山阳道，空对红尘忆旧游。
﻿太原,金,元好问,七言律诗,梦里乡关春复秋，眼明今得见并州。古来全晋非无策，乱后清汾空自流。南渡衣冠几人在？西山薇蕨此生休。十年弄笔文昌府，争信中朝有楚囚。
﻿野谷道中怀昭禅师,金,元好问,七言律诗,行行汾沁欲分疆，渐喜人声挟两乡。野谷青山空自绕，金城白塔已相望。汤翻豆饼银丝滑，油点茶心雪蕊香。说向阿师应被笑，人生生处果难忘。
﻿外家南寺,金,元好问,七言律诗,郁郁楸梧动晚烟，一庭风露觉秋偏。眼中高岸移深谷，愁里残阳更乱蝉。去国衣冠有今日，外家梨栗记当年。白头来往人间遍，依旧僧窗借榻眠。
﻿寄杨飞卿,金,元好问,七言律诗,客梦悠悠信转蓬，藜床殷殷动晨钟。西风白发三千丈，故国青山一万重。沙水有情留过雁，乾坤多事泣秋虫。三间老屋知何处，惭愧云间陆士龙。
﻿再到新卫,金,元好问,七言律诗,蝗旱相仍岁已荒，伶俜十口值还乡。空令姓字喧时辈，不救饥寒趋路傍。行帐马嘶尘澒洞，空村人去雨淋浪。河平千里筋骸尽，更欲驱车上太行。
﻿别冠氏诸人,金,元好问,七言律诗,东舍茶浑酒味新，西城红艳杏园春。衣冠会集今为盛，里社追随分更亲。分手共伤千里别，低眉常愧六年贫。他时细数平原客，看到还乡第几人？
﻿四哀诗李钦叔,金,元好问,七言律诗,赤县神州坐陆沈，金汤非粟祸侵寻。当官避事平生耻，视死如归社稷心。文采是人知子重，交朋无我与君深。悲来不待山阳笛，一忆同衾泪满襟。
﻿冀京父,金,元好问,七言律诗,先公藻鉴识终童，曾拔昆山玉一峰。不见连城沽白璧，早闻烈火燎黄琮。重围急变纷纷口，九地忠魂耿耿胸。欲吊南云无觅处，士林能不泣相逢。
﻿李长源,金,元好问,七言律诗,冀都事死东州祸，李翰林亡陕府兵。方为骚人笺楚些，更禁书客堕秦坑。石苞本不容孙楚，黄祖安能贷祢衡！同甲四人三横霣，此身虽在亦堪惊。
﻿王仲泽,金,元好问,七言律诗,太学声华弱冠驰，青云岐路九霄飞。上前论事龙颜喜，幕下筹边犬吠稀。壮志相如头碎柱，赤心嵇绍血沾衣。从来圣牍褒忠义，谁为幽魂一发挥。
﻿杏花二首 其一 ,金,元好问,七言律诗,芳树春融绛蜡凝，春风寂寞掩柴荆。画眉卢女娇无奈，龋齿孙娘笑不成。已怕宿妆添蝶粉，更堪暖蕊闹蜂声。一般疏影黄昏月，独爱寒梅恐未平。
﻿杏花二首 其二 ,金,元好问,七言律诗,一穗芦鞭一穗尘，西园红艳眼中新。帽檐分去家家喜，酒面飞来片片春。梅柳几曾同故事，樱桃才得缀芳辰。荒城此日肠堪断，老�探花筵上人。
﻿赋南中杨生玉泉墨,金,元好问,七言律诗,万灶玄珠一唾轻，客卿新以玉泉名。御团更觉香为累，冷剂休誇漆点成。涴袖秦郎无藉在，画眉张遇可怜生。晴窗弄笔人今老，孤负松风入砚声。
﻿赤石谷,金,元好问,七言律诗,林罅阴崖雾杳冥，石根寒溜玉玎玲。云来朔漠疑秋早，山近清凉觉地灵。静爱鸟声存野调，闹嫌人迹带尘腥。南台说有金银气，可是并汾处士星。
﻿亭同麻知几赋,金,元好问,七言律诗,零落栖迟复此游，一尊聊得散羁愁。天围平野莽无际，水绕孤城閒不流。柳意渐回淮浦暖，雁声仍带塞门秋。登高望远令人起，欲买烟波无钓舟。
﻿过应州,金,元好问,七言律诗,平野风埃接戍楼，边城三月似穷秋。人家土屋才容膝，驿路旃车不断头。随俗未甘尝马湩，敌寒直欲御羊裘。十年紫禁烟花绕，此日云山是应州。
﻿感事,金,元好问,七言律诗,富贵何曾润髑髅，直须淅米向矛头。血雠此日逢三怨，风鉴生平备九流。瓢饮不甘颜巷乐，市钳真有楚人忧。世间安得如川酒，力士铛头醉死休。
﻿感兴,金,元好问,七言律诗,倚梯从昔望烟霄，七叶何人竟珥貂。道路常教车历鹿，功名唯有鬓飘萧。勤如韩子初无补，晚似冯公岂见招。五十三年等閒里，一窗风叶雨潇潇。
﻿紫牡丹,金,元好问,七言律诗,梦里华胥失玉京，小阑春事自升平。只缘造物偏留意，须信凡花浪得名。蜀锦浪淘添色重，御炉风细觉香清。金刀一剪肠堪断，绿鬓刘郎半白生。
﻿出都二首 其一 ,金,元好问,七言律诗,汉宫曾动伯鸾歌，事去英雄可奈何。但见觚棱上金爵，岂知荆棘卧铜驼。神仙不到秋风客，富贵空悲春梦婆。行过卢沟重回首，凤城平日五云多。
﻿出都二首 其二 ,金,元好问,七言律诗,历历兴亡败局棋，登临疑梦复疑非。断霞落日天无尽，老树遗台秋更悲。沧海忽惊龙穴露，广寒犹想凤笙归。从教尽刬琼华了，留在西山尽泪垂。
﻿洛阳,金,元好问,七言律诗,千年河岳控喉襟，一日神州见陆沈。已为操琴感衰涕，更须同辇梦秋衾。城头大匠论蒸土，地底中郎待摸金。拟就天公问翻复，蒿莱丹碧果何心。
﻿甲辰三月旦日以后杂诗二首 其一 ,金,元好问,七言律诗,濈濈猩红闹晓晴，攒头真似与春争。舒开杨柳聊相映，瘦杀寒梅枉自清。粉艳低回工作态，绛唇寂寞独含情。画图只爱残妆好，未信徐郎解写生。
﻿甲辰三月旦日以后杂诗二首 其二 ,金,元好问,七言律诗,密雾轻尘细洒匀，绿云红雪一番新。风光烂熳供欢席，酒味清醇似主人。落落湖山如有喜，欣欣鱼鸟亦相亲。新诗写入奚奴锦，从此他乡不算春。
﻿为邓人作诗,金,元好问,七言律诗,再见州人本不期，相留相挽忍相违。携盘渭水空流涕，种柳金陵已合围。事去恍疑春梦过，眼明还似故乡归。题诗未要题名字，今是中原一布衣。
﻿赠张主簿伟,金,元好问,七言律诗,江岸坟荒草棘秋，朱阳南下重君忧。弓刀近塞人烟少，林壑经霜虎迹稠。究竟畏途知有渐，激昂高义报无由。从今弟侄通家了，莫向瓜田认故侯。
﻿寄刘继先,金,元好问,七言律诗,清霜茅屋耿无眠，坐忆分携一慨然。楚客登临动归兴，谢公哀乐感中年。凄凉古驿人烟外，迤逦荒山雪意边。千树春风水杨柳，待君同系晋溪船。
﻿寄荅商孟卿,金,元好问,七言律诗,窈渺朱弦寂寞心，得诗何啻得黄金。冷猿挂梦山月暝，老雁叫群江渚深。异县五年仍隔阔，荒城连日想登临。书来且只平安了，拨触离愁恐不禁。
﻿十一月五日暂往西张,金,元好问,七言律诗,城隈细路入沙汀，絮帽冲风日再经。岁歉村虚更荒恶，穷冬人影亦伶俜。林烟漠漠鸦边暗，山骨棱棱雪外青。四十年来此寒苦，冻吟犹记陇关亭。
﻿石岭关书所见,金,元好问,七言律诗,轧轧旃车转石槽，故关犹复戍弓刀。连营突骑红尘暗，微服行人细路高。已化虫沙休自叹，厌逢豺虎欲安逃。青云玉立三千丈，元只东山意气豪。
﻿汴梁除夜,金,元好问,七言律诗,六街歌鼓待晨钟，四壁寒斋只病翁。鬓雪得年应更白，灯花何喜也能红。养生有论人空老，祖道无诗鬼亦穷。数日西园看车马，一番桃李又春风。
﻿龙兴寺阁,金,元好问,七言律诗,全赵堂堂入望宽，九层飞观尽高寒。空闻赤帜疑军垒，真见金人泣露盘。桑海几经尘劫坏，江山独恨酒肠乾。诗家总道登临好，试就遗台老树看。
﻿听姨女乔夫人鼓风入松,金,元好问,七言律诗,白雪朱弦一再行，春风纤指十三星。云窗雾阁有今夕，宝靥罗裙无此声。萧洒寒松度虚籁，悠扬飞絮搅青冥。胎仙不比湘灵瑟，五字钱郎莫漫惊。
﻿寒食,金,元好问,七言律诗,上苑春风盛物华，天津云锦赤城霞。轻舟矮马追随远，翠幕青旗笑语哗。化国楼台隔瀛海，吴儿洲渚记仙家。山斋此日肠堪断，寂寞铜瓶对杏花。
﻿送樊顺之,金,元好问,七言律诗,弓刀十驿岳莲州，渭水秦山得意秋。王粲从军正年少，庾郎入幕更风流。寒乡况味真鸡肋，清镜功名属虎头。寄谢溪风亭上月，老夫乘兴欲西游。
﻿过寂通庵别陈丈,金,元好问,七言律诗,心远由来地自偏，不离城市得林泉。从教上界多官府，且放閒身作地仙。三月有期何敢负，百杯未满会须填。违离更觉从公晚，却望都门一慨然。
﻿送李同年德之归洛西,金,元好问,七言律诗,无奈流光冉冉何，逢君聊得慰蹉跎。飞黄老去空奇骨，社燕归来只旧窠。举世尽从愁里过，一尊独爱醉时歌。洛中定有人相问，休道今年白发多。
﻿存没,金,元好问,七言律诗,行间杨赵提衡早，老去辛刘入梦频。案上酒杯聊自慰，袖中诗卷欲谁亲。两都秋色皆乔木，一代名家不数人。汲冢遗编要完补，可能虚负百年身。
﻿人日有怀愚斋张兄纬文,金,元好问,七言律诗,书来聊得慰怀思，清镜平明见白髭。明月高楼燕市酒，梅花人日草堂诗。风光流转何多态，儿女青红又一时。涧底孤松二千尺，殷勤留看岁寒枝。
﻿张村杏花,金,元好问,七言律诗,昨日樱桃绛蜡痕，今朝红袖已迎门。只应芳树知人意，留著残妆伴酒尊。浓李尚须羞粉艳，寒梅空自怨黄昏。诗家元白无今古，从此张村即赵村。
﻿送奉先从军,金,元好问,七言律诗,潦倒书生百战场，功名都属绣衣郎。虎头食肉无不可，鼠目求官空自忙。卷月清笳渭城晓，倚天长剑蜀山苍。习池老去风流减，醉后扬鞭愧葛疆。
﻿赠玉峰魏文邦彦,金,元好问,七言律诗,梦想南山掩霭间，眼明惊见玉峰寒。风波旧忆横身过，世事今归袖手看。贩妇庸儿识名姓，故乡遗族见衣冠。临流卜筑平生事，会就辽东管幼安。
﻿郁郁,金,元好问,七言律诗,郁郁羁怀不易开，更堪寥落动凄哀。华胥梦破青山在，梁甫吟成白发催。秋意渐随林影薄，晓寒都逐雁声来。并州旧日风声恶，怅望乡书早晚回。
﻿秋日载酒光武庙,金,元好问,七言律诗,美酒良辰邂逅同，赤眉城北汉王宫。百年星斗归天上，万古旌旗在眼中。草木暗随秋气老，河山长为昔人雄。一杯径醉风云地，莫放银盘上海东。
﻿丙辰九月二十六日挈家游龙泉,金,元好问,七言律诗,风色澄鲜称野情，居僧闻客喜相迎。藤垂石磴云添润，泉漱山根玉有声。庭树老于临济寺，霜林浑是汉家营。明年此日知何处？莫惜题诗记姓名。
﻿汾亭古意图,金,元好问,七言律诗,尧氏羲黄去未远，日作日息天机全。杜侯袖里姑汾笔，办与南华谈窅然。废兴知经几今昔，淳朴别有一山川。白云亭上秋风客，不比仙翁甲子年。
﻿寄杨弟正卿,金,元好问,七言律诗,马迹车尘漫白头，苍生初不待君忧。且从少傅论中隐，尽要元规拥上流。东阁官梅动诗兴，洞庭春色入新篘。归程未觉西庵远，夜夜清伊绕石楼。
﻿丁未寒食归自三泉,金,元好问,七言律诗,春山晴暖紫生烟，山下分流百道泉。未放小桃装野景，已看茅屋映秋千。饥乌得食争相唤，醉叟行歌只自颠。寒食明年定何许，故人尊酒且留连。
﻿杏花落后分韵得归字,金,元好问,七言律诗,獭髓能医病颊肥，鸾胶无那片红飞。残阳澹澹不肯下，流水溶溶何处归。煮酒青林寒食过，明妆高烛赏心违。写生正有徐熙在，汉苑招魂果是非。
﻿紫牡丹 其一 ,金,元好问,七言律诗,金粉轻黏蝶翅匀，丹砂浓抹鹤翎新。尽饶姚魏知名早，未放徐黄下笔亲。映日定应珠有泪，凌波长恐袜生尘。如何借得司花手，偏与人间作好春。
﻿紫牡丹 其二 ,金,元好问,七言律诗,天上真妃玉镜台，醉中遗下紫霞杯。已从香国偏薰染，更怕花神巧剪裁。微度麝熏时约略，惊移鸾影却低回。洗妆正要春风句，寄谢诗人莫浪来。
﻿为鲜于彦鲁赋十月菊,金,元好问,七言律诗,清霜淅淅散银沙，惊见芳丛阅岁华。借暖定谁留翠被，鍊颜端自有丹砂。秋香旧入骚人赋，晚节今传好事家。不是西风苦留客，衰迟久已避梅花。
﻿茗饮,金,元好问,七言律诗,宿酲未破厌觥船，紫笋分封入晓煎。槐火石泉寒食后，鬓丝禅榻落花前。一瓯春露香能永，万里清风意已便。邂逅华胥犹可到，蓬莱未拟问群仙。
﻿留别仲泽,金,元好问,七言律诗,避俗无机日见侵，推贫不去巧相寻。半生与世未尝合，前日入山惟不深。绿水红莲惭大府，清泉白石识初心。相思命驾非君事，能寄诗来或赏音。
﻿五月十一日樗轩老忌辰追怀,金,元好问,七言律诗,遗后交情老更伤，每逢哀日倍难忘。神光何处埋泉壤，落月无言满屋梁。秘阁图书疑外府，谢家兰玉记诸郎。灵均谩倚骚经在，宗国河山半夕阳。
﻿渚莲怨,金,元好问,五言绝句,阿溪何许来，素面涴风雨。寂寞烟中魂，依依欲谁语。
﻿洛阳高少府瀍阳后庵四首 其一 ,金,元好问,五言绝句,溪上弄明月，风露发新警。心空无一尘，万竹扫清影。
﻿洛阳高少府瀍阳后庵四首 其二 ,金,元好问,五言绝句,一水随人意，蔬畦复芋沟。风波河洛近，莫放出山流。
﻿洛阳高少府瀍阳后庵四首 其三 ,金,元好问,五言绝句,韭早春先绿，菘肥秋未黄。殷勤绕畦水，终日为君忙。
﻿洛阳高少府瀍阳后庵四首 其四 ,金,元好问,五言绝句,地僻境逾静，林疏秋已分。清溪一片月，修竹四山云。
﻿辛亥寒食,金,元好问,五言绝句,寒食年年好，今年迥不同。秋千与花影，并在月明中。
﻿山居杂诗六首 其一 ,金,元好问,五言绝句,瘦竹藤斜挂，丛花草乱生。林高风有态，苔滑水无声。
﻿山居杂诗六首 其二 ,金,元好问,五言绝句,石润云先动，桥平水渐过。野阴添晚重，山意向秋多。
﻿山居杂诗六首 其三 ,金,元好问,五言绝句,树合秋声满，村荒暮景閒。虹收仍白雨，云动忽青山。
﻿山居杂诗六首 其四 ,金,元好问,五言绝句,川迥枫林散，山深竹港幽。疏烟沈去鸟，落日送归牛。
﻿山居杂诗六首 其五 ,金,元好问,五言绝句,涨落沙痕出，堤摧岸口斜。断桥堆聚沫，高树阁浮槎。
﻿山居杂诗六首 其六 ,金,元好问,五言绝句,鹭影兼秋静，蝉声带晚凉。陂长留积水，川阔尽斜阳。
