标题,朝代,作者,体裁,内容
﻿蝶恋花 卫生袭之生朝吾兄作歌词以寿之余独无言生执卮酒坚请不已勉用兄韵以答其意,金,段成己,词,点检东园花发未。蝶绕芳丛，馥馥香浮蕊。买酒酬春君有地。不妨日涉聊成趣。身世虚舟元不系。浮利浮名，是甚閒情味。花下一杯方得意。人閒万事宜姑置。
﻿蝶恋花 明日卫生见和复次韵,金,段成己,词,燕子归来寒食未。脉脉桃花，微露胭脂蕊。回想旧游歌舞地。狂诗颠酒当时趣。白日长绳谁可系。老去情怀，事事都无味。倦鸟知还非有意。忙时宜用閒时置。
﻿浪淘沙 惜花,金,段成己,词,好个杏花时。只怕寒欺。东君无意惜芳蕤。雨横风狂都不管，尽得禁持。瘦损一分肌。著甚医治。一天春恨没寻思。怎得丁宁双燕子，说与春知。
﻿朝中措 偶出见墙头杏花喜而赋之,金,段成己,词,无言脉脉怨春迟。一种可怜枝。最是难忘情处，墙头微露些儿。十分细看，风流却在，一半开时。政要东风抬举，莫教吹破胭脂。
﻿南乡子 卫弟行之寿,金,段成己,词,兰玉卫诸郎。我见白头子最良。说似向人人不会，何妨。静里谁知竹有香。岁月没商量。暗地催人两鬓霜。三万六千须实数，休忙。才是东风第一场。
﻿南乡子 薛宝臣生朝 俱用薛氏实事,金,段成己,词,郡姓记君先。乌鹊翔飞瑞自閒。闻在儿时人已惮，他年。又作河东一凤传。佳政讼分缣。看赋春游第几篇。蹑蹻谁为门下客，休叹。换却先生苜蓿盘。
﻿木兰花 其一 前重阳几日篱下始见菊放数花嗅香挼慨然有感而作以贻山中二三子,金,段成己,词,人生行乐须闻早。休惜一尊花下倒。无情岁月不相饶，转首吴霜纷莫埽。佳时苦恨欢悰少。镜里衰颜难再好。试将离恨说渠侬，天若有情天亦老。
﻿木兰花 其二 前重阳几日篱下始见菊放数花嗅香挼慨然有感而作以贻山中二三子,金,段成己,词,不才自合收身早。一座青山成潦倒。蒙头赢得日高眠，落叶满庭慵不埽。杀人四海知多少。留住头皮贫亦好。年年种菊待花开，不道看花人渐老。
﻿木兰花 其三 前重阳几日篱下始见菊放数花嗅香挼慨然有感而作以贻山中二三子,金,段成己,词,莼鲈江上秋风早。四海狂澜惊既倒。明知不是入时人，闭户十年成却埽。故人落落晨星少。红叶黄花依旧好。登临信美自然情，坐觉光风容易老。
﻿木兰花 其四 前重阳几日篱下始见菊放数花嗅香挼慨然有感而作以贻山中二三子,金,段成己,词,醉中昨夜归来早。应怕苍苔嗔健倒。一尊斗健莫蹉跎，过眼光阴如电埽。破除万事心头少。酒自于人情味好。醒时还醉醉还醒，赖得此乡容此老。
﻿清平乐 薛子余弄璋,金,段成己,词,东君调护。错爱春迟暮。一叶兰芽今始露。香满君家庭户。抱看玉骨亭亭。精神秋水分明。自是人閒英物，不须更试啼声。
﻿清平乐 送张君美经历之任安西幕,金,段成己,词,鸡声戒晓。催上长安道。宾幕雍容年正妙。人物风流温峤。政成海泳江涵。门阑剩有馀閒。公事不妨行乐，春风韦杜城南。
﻿诉衷情 史仲恭寿,金,段成己,词,芹溪清浅舞涟漪。堕钓锦鳞肥。黄花一尊芳酒，万事觉俱非。留晚景，惜香霏。醉时归。最关情处，迎门稚子，一笑牵衣。
﻿水调歌头 山中偶成用遁庵兄韵,金,段成己,词,人生等行旅，能费几春秋。元龙漫矜豪气，百尺卧高楼。昨日青青双鬓，今日星星满镜，转首岁华流。归去便归去，何处觅菟裘。一枝筇，一壶酒，寄真游。姑山玉立千仞，直下看神州。欲语幽情谁可，赖有白鸥知我，尘世尽悠悠。一笑对妻子，出处不须筹。
﻿游延祚寺用前人韵 其一 ,金,胡光谦,七言律诗,精蓝并构每攀游，接翠连香为少留。墙外果悬红带日，堂前松偃老经秋。羡君利禄身非恋，笑我云山志未酬。欲学高眠林下客，万缘销尽更何求。
﻿游延祚寺用前人韵 其二 ,金,胡光谦,七言律诗,路入西郊背晓曦，给孤园近景霏微。光摇三界金绳动，声飏双林玉磬飞。龙过山阴拖翠霭，僧眠溪影弄寒晖。群公已约开莲社，只恐陶潜未肯依。
﻿阙题,金,胡汲,七言律诗,休笑参军靴不袜，休嗟门客食无鱼。燕鸿来去端谁使，鹏鴳逍遥本自如。潦倒渊明三径菊，荒唐惠子五车书。古人淡里求真味，身外纷华不羡渠。
﻿挽姚仲纯,金,胥持国,七言律诗,山东夫子老河东，谁与先生臭味同。早岁遽辞名宦里，百年长乐圣贤中。醉轩风月千秋恨，蜗室樽罍一梦空。白玉楼成人不见，空馀乡泪托东风。
﻿送弟恒作州,金,胥鼎,五言排律,男子四方志，人生五马荣。君恩何以报，民政不宜轻。御物当存恕，存心要尽诚。勿矜新号令，姑守旧章程。敛暴单贫困，囚淹狡伪萌。慈柔难禁暴，苛急必伤生。东郡吾将老，西陲敌未平。一生能几别，四事果难并。方此对床乐，怆然分袂惊。荒诗何足记，聊写弟兄情。
﻿阮郎归 寄李都运有之,金,胥鼎,词,人情冷暖共高低。疏慵非所宜。老夫碌碌本无机。闲教造物疑。形木槁，鬓丝垂。山林先有期。故人只道挂冠迟。此心应不知。
﻿游石壁有呈二首 其二 ,金,郝天挺,五言律诗,绝壁秋容胜，荒坛冷气清。野僧留客饮，山鸟背人鸣。已极登临兴，无穷今古情。浩歌一樽酒，四海共升平。
﻿送门生赴省闱,金,郝天挺,七言律诗,青出于蓝青愈青，小年场屋便驰声。未饶徐淑早求举，却笑陆机迟得名。嗟我再衰空眊氉，喜君初筮已峥嵘。此行占取鳌头稳，平地烟霄属后生。
﻿题麻姑坛,金,郝天挺,七言律诗,路入云关仙境佳，琼田瑶草带烟霞。贮经洞古无遗检，养药炉存失旧砂。青鸟不传金母信，紫鸾应返玉皇家。岩扉不掩春长在，开尽碧桃千树花。
﻿莲花菊,金,郝天挺,七言律诗,十丈花开玉井遥，翻成丛菊老秋标。寒枝白日尘无点，冻蕊经霜瓣不凋。依径香生妃子步，绕篱嫩比六郎娇。双歌一曲渊明醉，辜负扁舟冷画桥。
﻿游石壁有呈二首 其一 ,金,郝天挺,七言律诗,廊庙雍容四十秋，旱为霖雨济为舟。五朝宠遇已黄发，六诏归来方黑头。后部风雷诗鼓吹，前途山水酒觥筹。试看绝壁秋云句，知是承平宰相游。
﻿题宣圣庙,金,郝天挺,七言绝句,金碧煌煌梵刹雄，玄元楼观五云中。如何万代纲常祖，释奠今无数亩宫。
﻿七月十五日夜显仁寺东轩对月,金,郝俣,五言律诗,野迥云归尽，山高月上迟。暗萤依露草，惊鹊绕风枝。素影随波远，新凉与酒宜。中秋更有味，试为卜归期。
﻿次仁甫韵,金,郝俣,五言律诗,渺渺横烟渚，凄凄挂月村。酒非邻舍取，诗复故人论。世态乌栖屋，生涯雀在门。西山却多思，松雪动吟魂。
﻿题温容村寺壁,金,郝俣,五言律诗,草树醒朝雨，乌鸢快晚晴。山光自明润，野气亦凄清。茗碗閒中味，纹楸静里声。此怀能自适，未要缚簪缨。
﻿晚过寿宁,金,郝俣,五言律诗,稻垄分棋局，松门入画图。牛羊归自急，鸥鹭宿相呼。落日低青嶂，高风起暝途。归僧上烟霭，回首愧区区。
﻿揽秀轩,金,郝俣,五言律诗,寺得新游处，轩馀旧赋诗。山川蒲子国，松柏晋侯祠。行止非人力，登临且岁时。道人应笑我，真负鹿门期。
﻿三月望日次边德举揽秀轩,金,郝俣,五言律诗,水绕千家邑，山围一席天。桑麻新雨露，桧柏老风烟。梦后馀芳草，愁时更杜鹃。亦知推不去，端用得忘年。
﻿郝吉甫蜗室,金,郝俣,七言律诗,草草生涯付短椽，身随到处即安然。功名角上无多地，风月壶中自一天。世路久谙甘缩首，曲车才值便流涎。一生笑我林鸠拙，辛苦营巢二十年。
﻿应制状元红,金,郝俣,七言律诗,仙苑奇葩别晓丛，绯衣香拂御炉风。巧移倾国无双艳，应费司花第一功。天上异恩深雨露，世间凡卉漫铅红。情知不逐春归去，常在君王顾盼中。
﻿故城道中同元东岩赋,金,郝俣,七言律诗,客亭南北厌飘零，尚喜扬镳过故城。桐叶不堪追往事，泥丸尤足见民情。青山阅世几兴废，白塔向人如送迎。伫立夕阳无限思，西风禾黍动秋声。
﻿子文致君九日用安字韵聊亦同赋,金,郝俣,七言律诗,旅食京华秋又残，旧游真似梦槐安。閒居浪说重阳好，尘世端知一笑难。黄菊已堪增怅恨，白衣无复慰荒寒。马头明月应相笑，依旧红尘满客鞍。
﻿题孔氏园亭,金,郝俣,七言律诗,严胜诸孙贤至今，相承种德满家林。绿槐丹杏风流远，翠竹苍松岁月深。倾盖昔谁陪俊赏，过庭今复嗣徽音。此生夙有东游愿，杖屦他时或可寻。
﻿上巳前后数日皆大雪新晴游临漪亭上,金,郝俣,七言律诗,十日阴风料峭寒，试从花柳问平安。野亭寂历春将晚，山径萦纡雪未乾。足踏东流方纵酒，手遮西日悔投竿。渊明正草归来赋，莫作山中令尹看。
﻿奉陪太守游南湖同鄗令赋,金,郝俣,七言律诗,翠幄千章荫晚空，年华心赏两无穷。云头欲落催诗雨，池面微生解愠风。经笥使君谈似绮，仙舟令尹饮如虹。娵隅自适清池乐，不信参军是郝隆。
﻿新秋,金,郝俣,七言律诗,旅食京华困郁蒸，可人秋意又新晴。夜窗便觉风千里，晓镜从添雪数茎。蝉噪不离羁客耳，燕归还动故园情。软红尘外西山色，乞与閒人眼暂明。
﻿寺楼晴望,金,郝俣,七言律诗,诘曲阑干面翠微，葱笼窗户溢清晖。雨侵斜日明边过，云望山前缺处归。多病过春犹止酒，薄寒向晚却添衣。宦名不负沧波愿，羞见陂田白鸟飞。
﻿魏处士野故庄,金,郝俣,七言绝句,郊原冷落霜风后，桑柘萧条兵火馀。试问当时卿与相，几家犹有旧田庐。
﻿叠翠楼,金,郝俣,七言绝句,画楼西畔石州山，指点云烟识翠鬟。回首十年真一梦，淡天如水夕阳閒。
﻿题均福堂三首 其一 ,金,郝俣,七言绝句,憧憧车马竞春游，不见溪堂五月秋。卧听云涛舂午枕，梦随鸥鸟落沙洲。
﻿题均福堂三首 其二 ,金,郝俣,七言绝句,为鱼为鸟知谁是，看水看山俱得意。存亡贵贱听天公，只有归休须早计。
﻿题均福堂三首 其三 ,金,郝俣,七言绝句,归休得计即归来，林下空言只可咍。莫待山灵嫌俗驾，却将鞍马觅尘埃。
﻿听雪轩,金,郝俣,古风,扶疏窗外竹，岁暮亦可爱。萧散轩中人，高节凛相对。清寒入梦境，风雨号万籁。觉来闻雪落，淅沥珠玑碎。饥肠出佳句，亹亹入三味。华堂沸丝竹，此乐付儿辈。
﻿题五丈原武侯庙一首,金,郝中,七言律诗,筹笔无功事可哀，长星飞堕蜀山摧。三分岂是平生志，十倍宁论盖世才。坏壁丹青仍白羽，断碑文字只苍苔。夜深老木风声恶，尚想褒斜万马来。
﻿甄庄三藏真身,金,孙九鼎,五言律诗,生自龟兹国，来从大业年。缘甄驻飞锡，梦白出重泉。铁石亦有毁，筋骸何尚全。应知待弥勒，万劫庇山川。
﻿绣薄眉,金,孙不二,古风,劝人悟。修行脱免三涂苦。明放着跳出门户，谭马丘刘，孙王郝太古。法海慈航，寰中普度。
﻿卜算子 辞世,金,孙不二,词,握固披衣候。水火频交媾。万道霞光海底生，一撞三关透。仙乐频频奏。常饮醍醐酒。妙药都来顷刻间，九转金丹就。
﻿许氏双桂堂,金,孙镇,七言绝句,许家二桂联翩秀，孙氏三枝次第春。盛事若将相比并，输君堂上拜双亲。
﻿送张安中还云中,金,孙益,五言律诗,相送还相送，临分手重分。骅骝欣得路，鸿雁惜离群。木落黄华露，城低紫塞云。中秋月正好，千里漫思君。
﻿望川亭,金,孙锜,七言绝句,望川亭上望秦川，万里风烟在眼前。轩槛倚檐高几许，去岩尺五是青天。
﻿癸亥清明日,金,孙铎,七言绝句,翛然一室暗尘凝，兀兀端如打坐僧。习气未除私自笑，短檠还对读书灯。
﻿烧笋,金,孙邦杰,七言律诗,煨茁旧闻山谷语，劝耕还忆大苏诗。传将火候无多诀，留得天真又一奇。未放锦绷开束缚，已看玉版證茶毗。白麻初拜惊烧尾，见此应惭富贵痴。
﻿赠李生二绝 其一 ,金,宫婢玉真,七言绝句,皓齿明眸掩路尘，落花流水几经春。人间天上归无处，且作阳台梦里人。
﻿赠李生二绝 其二 ,金,宫婢玉真,七言绝句,自怜华色镜中衰，轻弃前欢已自宜。不恨相逢情不尽，直须白鼠望归期。
﻿游同乐园,金,师拓,五言律诗,晴日明华构，繁阴荡绿波。蓬丘沧海远，春色上林多。流水时虽逝，迁莺暖自歌。可怜欢乐极，钲鼓散云和。
﻿陪人游北苑,金,师拓,五言律诗,系马溪边酌，啼莺柳外闻。望长魂欲断，愁豁酒微醺。草色明残照，江声入莫云。故园春已到，归思日缤纷。
﻿曲江秋望,金,师拓,五言律诗,山远嶂重出，野平天四围。凉风芡实坼，久雨藕花肥。水阔渔舟小，天长去鸟微。紫蒲行处有，采采莫盈衣。
﻿和王逸宾繁台诗,金,师拓,五言律诗,凭望怜台迥，长吟苦思荒。行云春郭暗，高鸟莫天苍。草色伤心极，松风洒面凉。故园兵革外，殊觉路途长。
﻿赠云中刘巨济,金,师拓,五言律诗,云廓乾坤迥，霜摧草树残。风声秋晚急，月色夜深寒。绿绮音谁会，青霄气自干。那知燕市里，把酒得交驩。
﻿郡城南郭早望,金,师拓,五言律诗,晓立回塘上，何人逸兴同。柳浓天霁雨，萍坼岸含风。鸟影明苍霭，湖光倒碧空。秦川何日到，解发濯清沣。
﻿中元后二日,金,师拓,五言律诗,暑谢凉生际，庭虚雨过时。天长云断续，风急树离披。世态贫逾薄，秋光老易悲。燕城寒事早，还与旧貂期。
﻿和张叔献题首善阁,金,师拓,七言律诗,岧峣飞阁与云齐，来凭脩栏日转西。秦客此时愁欲醉，陇山何处望浑迷。九天花鸟催春事，千里风烟入莫题。久怕殊方看节物，不知今日在丹梯。
﻿秋夜吟,金,师拓,古风,阪路太行险，波涛沧海深。素缊未偶时，白发捋盈簪。壮士莫年意，游子中夜心。拊剑一太息，月暗天横参。
﻿浩歌行送济夫之秦行视田园,金,师拓,古风,霜敛野草白，气肃天宇清。开尊酌远客，饯此秦关行。秦关杳杳愁西顾，千里苍茫但烟树。子今行辔按秋风，想见秦关雄胜处。河流汹汹昆崙来，莲峰秀拔青云开。终南南走络巴蜀，五陵北望令人哀。我本渭城客，浪迹来东征。穷齐历宋嗟何营，尚气慕侠游梁城。信陵白骨委黄土，夷门谁复知侯生。拊剑一长啸，作歌谁为听，青天白日空冥冥。不能乘桴入沧海，拂衣且欲归汧泾。落魄高阳归未得，送子西归空怆情。
﻿冬夜二首 其一 ,金,师拓,古风,云破月穿牖，夜严风号隙。客子寝不安，寒灯照空壁。默然不平事，起坐长太息。书但记姓名，剑本匹夫敌。追奔慕前哲，恢张济时策。何意造物儿，重此稻粱役。兴酣气益振，孤愤远飘激。非无南山云，高卧养虚寂。茹芝酌悬流，啸吟展胸臆。圣达岂不念，且有不暖席。此抱谁与知，乾坤夜寥阒。
﻿冬夜二首 其二 ,金,师拓,古风,破屋星斗入，疏牖霜风生。沈沈夜何久，杳杳天不明。灯暗饥鼠出，月朗栖乌惊。幽意苦盘礴，历落穷八纮。贫贱岂足戚，所思天下英。盘木无先容，竟与枯朽并。旃毳胫才掩，藜藿腹不盈。郁郁命世才，何阶伸一鸣。僵卧蓬蒿底，要路谁为名。耻作埽门谒，宁为醴酒行。直将叫阊阖，皎皎开寸诚。白日下留照，廓廓贤路亨。此志恐未必，摇荡热中情。
﻿龙门,金,徐好问,七言绝句,疏凿而来道路通，行人万古翠微中。南山山寺题诗满，一字何曾到禹功。
﻿纪梦,金,徐世隆,五言律诗,我梦天倪子，同登日观峰。骨彊清似鹤，步健老犹龙。方外无官府，堂中有岱宗。仙闾真福地，杖屦会相从。
﻿挽文丞相,金,徐世隆,七言律诗,大元不杀文丞相，君义臣忠两得之。义似汉皇封齿日，忠于蜀将斫颜时。乾坤日月华夷见，海岭风霜草木知。只恐史官编不尽，老夫和泪写新诗。
﻿后唐明宗庙,金,徐世隆,七言律诗,徽陵当日拯残唐，五季之间号小康。因兽害田秋罢猎，为民求主夜焚香。八年功德丹青在，千古明灵祭祀长。欲识此邦遗爱事，庙槐人敬似甘棠。
﻿送天倪子还泰山,金,徐世隆,七言律诗,九十行年发未华，道人风骨饱烟霞。洞天福地二千里，神府仙闾第一家。牛膝药灵斟美酝，兔豪盏净啜芳芽。隐居自爱陶弘景，莫作山中宰相誇。
﻿蒿里,金,徐世隆,七言律诗,世传蒿里蹑灵魂，庙宇烧残敝复新。七十五司阴□□，□千馀里远祠人。天神志似张华博，地狱图如道子真。积少成多能事毕，泰山元不厌微尘。
﻿寄天倪子,金,徐世隆,七言绝句,父居郓府有牛膝，子倅泰山无鹿茸。寄与天倪怜老病，足痿手战更头风。
﻿胡氏杀虎歌,金,徐世隆,古风,滨州浡海县，兵籍有刘平。其妻曰胡氏，艰险常同经。起赴零阳戍，仍辇两儿行。暮宿沙河岸，忽闻啸风声。一虎蹲其间，视平若孩婴。吞臂曳之去，胡氏跃且惊。走逐十馀步，掣足与虎争。急呼儿取刀，屠虎肝肠倾。虎毙平脱口，扶归季阳城。一支骨已碎，三日目乃瞑。夫殁入黄泉，妇哭入青冥。风云变黯澹，禽鸟为悲鸣。帅府取皋比，列状达省庭。庭庭状其义，复户仍免征。旌表见国政，激劝通人情。大哉夫妇恩，直与生死并。死同葬虎腹，生同食虎羹。谁谓荆钗辈，乃有如此英。班班古列女，好事多丹青。宜将杀虎传，题编家家屏。
﻿杜鹃,金,晁会,七言绝句,杜宇啼声枕上来，一声哀似一声哀。千哀万怨无今古，唤得行人若个回。
﻿白发,金,桑之维,五言律诗,白发近年见，十中三两茎。半因愁攒出，多为病添成。梳里有时落，镊馀还又生。老知无可避，何处是功名。
﻿邺镜,金,乌凌阿爽,五言绝句,上有丹锡花，秋河碎星斗。磨研清且厉，玉瑟鸣风帚。
﻿古尺,金,乌凌阿爽,古风,背露清光虹一道，赤鬣金鳞何夭矫。翻思昨夜雷霆怒，只恐乘云上天去。
﻿元日,金,秦略,五言律诗,新历从头数，残冬与我违。不知垂老至，但觉拜人稀。汲水泥融井，看书暖入帏。浅情墙外柳，新绿已依依。
﻿悼亡,金,秦略,七言律诗,自古生离足感伤，争教死别便相忘。荒陂何处坟三尺，老眼他乡泪数行。多事春风吹梦散，无情寒月照更长。还家恰是新寒节，忍见堂空纸挂墙。
﻿雪行,金,秦略,七言绝句,匹马东来冰雪天，苍山手冷堕吟鞭。烟中髣髴闻鸡犬，不觉人家到眼前。
﻿鸟影过寒塘,金,秦略,七言绝句,著眼分明莫作疑，从来形影本同归。不应水底青天上，更有飞禽仰面飞。
﻿同希颜裕之赋乐真竹拂子,金,秦略,七言绝句,觅个龟毛抵死难，直教击碎钓鱼竿。世人不用生分别，信手拈来总一般。
﻿少室山卓剑峰,金,秦略,七言绝句,神威洗尽世间雠，电歇雷閒怒气收。一柄太阿留少室，却擎空掌华山头。
﻿此身,金,秦略,七言绝句,此身日日一箪贫，贫里留残自在身。独把筇枝行又立，东风花柳不嗔人。
﻿麝香,金,秦略,七言绝句,山麝逃风远谷藏，一山行过四山香。脐堂自养千钧弩，枉怨虞人鼻孔长。
﻿赵洛道中,金,秦略,七言绝句,柔青初散陇头桑，村落人家布谷忙。一段芜菁浑著角，叶间犹有几花黄。
﻿拳秀峰,金,秦略,古风,平滑石之俗，其俗资磨砻。磊丑石之秀，其秀在丑中。正如古丈夫，貌寝气质雄。又如圣人心，孔窍虚明通。大都一拳许，含蓄华与嵩。大巧本若拙，足见造化功。好处元更多，摹写不易工。君其善调护，抵击防儿童。
﻿赠赵宜之,金,秦略,古风,年时见君行路难，喜于长安新得官。日来见君邻妇哭，惊似蓝田寻得玉。爱官爱玉乐有涯，爱君之诗无尽期。古人骨冷不复作，主张骚雅非君谁。
﻿白发,金,秦略,古风,临水时自照，照我须与眉。须眉何所似，恰似纯白丝。从兹一白后，宁有再黑时。譬如花落地，不复还故枝。殷勤语须眉，听我自解诗。幼小痴读书，既壮多忧思。自苦有冰檗，自润无膏脂。劳生到今日，汝白将何辞。
﻿谷靡靡上党公府作,金,秦略,古风,谷靡靡，青割将来强半秕。急忙舂米送官仓，只恐秋风马尘起。官仓远在荞麦山，南梯直上青云间。梯危一上八九里，之字百折萦回环。凭谁说向监仓使，斛面莫教高一指。请君沿路看担夫，汗颗多于所担米。
﻿寄李俊民 其一 ,金,秦志安,七言绝句,先生高见真吾师，速营菟裘犹恨迟。窗明炕煖十笏地，松风萧萧和陶诗。
﻿寄李俊民 其二 ,金,秦志安,七言绝句,山野已寻云外路，直入天坛最深处。踏开李愿旧游踪，请君自草盘谷序。
﻿悬泉,金,袁从乂,七言律诗,翠岩高列势摩天，岩上轰雷泻玉泉。绝壁飞来浑是雨，长风捲去忽成烟。围茅小隐初经眼，跨鹤先儒已著鞭。吟罢徜徉眠月窟，梦回犹听鼓鼘鼘。
﻿义师院丛竹,金,郭长倩,七言律诗,南轩移植自西坛，瘦玉亭亭十数竿。得法未应输老柏，植根兼得近幽兰。虽无秾艳包春色，自许贞心老岁寒。百草千花尽零落，请君来向此中看。
﻿偶得,金,郭用中,七言律诗,参遍丛林懒出游，指端孤月照高秋。大千界里閒窥掌，不二门中暗点头。埽地烧香聊自遣，栽花种竹尽风流。庄蒙抵死谈齐物，无物齐时也合休。
﻿宴会成趣园诗,金,郭安民,五言律诗,乐寿有高士，买园邻郡城。坐寻嘉树荫，卧听野禽声。閒里书频读，欢来酒自倾。醉歌归去曲，应不愧渊明。
﻿送同舍张耀卿补掾中台,金,郭宣道,七言律诗,摩云头角看昂藏，意外升沉岂易量。取士皆知有科举，进身初不在文章。关心雁塔功名晚，试手乌台岁月忙。此去一官先有路，独怜灯火夜窗凉。
﻿酒醒,金,郭邦彦,七言律诗,少年骄气总消磨，万事纷纭梦里过。三载自持荤食戒，一心还被性宗魔。凌烟阁上荣名好，聚窟洲边乐事多。今日酒酣都忘却，乱吟俳语作狂歌。
﻿秋夜闻弹箜篌,金,郭邦彦,七言绝句,露重花香飘不远，风微梧叶落无声。倡楼何处教新曲，夜静月高弦索鸣。
﻿村行 其一 ,金,郭邦彦,七言绝句,芹叶芦花岸两边，钓溪石畔落孤鸢。小畦引入平流水，麻秆森森已拍肩。
﻿村行 其二 ,金,郭邦彦,七言绝句,豆叶芃芃麻叶光，植禾得雨又催黄。田家乐事谁真得，牧子行歌醉叟狂。
﻿读毛诗,金,郭邦彦,古风,含气有喜怒，触物无不鸣。天机泄鸟迹，文字从此生。谁言土苇器，声合天地清。朴坏牺氏瑟，巧露娲皇笙。末流不可障，声律随合并。遍读萧氏选，不见真性情。怨刺杂讥骂，名曰离骚经。颂美献谄䛕，是谓之罘铭。诗道初不然，自是时代更。秦火烧不死，此物如有灵。至今三百萹，殷殷金石声。汉儒各名家，辩口剧分争。康成独麾戈，诸儒约连衡。祭酒最后出，千古老成精。我欲读尔雅，不辨螯蟹名。尚怜沈谢辈，满箧月露形。孔徒凡几人，入室无长卿。三子论性命，举世为讥评。白首草太玄，才得覆酱罂。不如匡鼎说，愈笑人愈听。
﻿梅影,金,陈君可,七言绝句,隔窗疑是李夫人，江月多情为返魂。不似丹青旧颜色，十分憔悴立黄昏。
﻿送雷御史希颜罢官南归,金,陈规,七言律诗,五事前陈志拂劘，屹如砥柱阅颓波。一麾共惜延年去，三黜何伤柳季和。连蹇仕途如我老，激昂衰俗在君多。扁舟南去知难恋，万顷烟波一钓蓑。
﻿过骊山,金,陈规,七言绝句,丰镐无由问故基，三章只见黍离诗。而今多少华清石，都与行人刻艳辞。
﻿宣宗挽词,金,陈赓,五言律诗,洛邑周初定，苍梧舜不还。九天来鹤驭，万国泣龙颜。俭德高千古，鸿勋际两间。无由望弓剑，云气郁桥山。
﻿寄陕郡杨正卿二首 其一 ,金,陈赓,七言律诗,临川堂上看飞鸿，十载西州一转蓬。亲老家贫初有累，才疏意广卒无功。奸雄颇忌孔文举，富贵何如张长公。满地尘埃浮世狭，一帆思驾五湖风。
﻿寄陕郡杨正卿二首 其二 ,金,陈赓,七言律诗,迁客形容国士心，春风鹤发不胜簪。钟仪去楚衣冠异，王粲依刘岁月深。岁晚艰危无短策，酒酣悲壮动长吟。遥怜兰省杨夫子，一纸书来抵万金。
﻿寒食祀坟回登临西原废寺二首 其一 ,金,陈赓,七言律诗,前朝废寺枕山阿，尚有摩云窣堵波。故国已非唐日月，老僧犹指晋山河。年来筋力登临倦，乱后心情感慨多。石藓荒碑碎文字，他年更得几摩挲。
﻿寒食祀坟回登临西原废寺二首 其二 ,金,陈赓,七言律诗,当年云构倚天开，一夕烟尘化劫灰。佛阁丹青馀瓦砾，禅房花木亦蒿莱。春风万里骚人怨，落日千秋杜宇哀。断础荒烟无限意，一章诗律为谁裁。
﻿送李长源,金,陈赓,七言律诗,月下孤鸿枕上鸡，高城今日又分携。九秋云气崤陵底，万里河声砥柱西。饮罢关山秋寂寂，诗成风雨暮凄凄。千金善保并州器，要放昆崙入马蹄。
﻿蒲中八咏为师岩卿赋 其一 蒲津晚渡,金,陈赓,五言绝句,云涛注壶口，水府蟠九垒。公子莫争舟，蛟龙方骫骳。
﻿蒲中八咏为师岩卿赋 其二 虞坂晓行,金,陈赓,五言绝句,伯乐沈九原，泥涂困骐骥。千古长坂空，无人知此意。
﻿蒲中八咏为师岩卿赋 其三 舜殿薰风,金,陈赓,五言绝句,岩廊鸣五弦，薰兮南风来。凤去徽音绝，眢井生莓苔。
﻿蒲中八咏为师岩卿赋 其四 首阳晴雪,金,陈赓,五言绝句,天风吹琼瑶，自冒首阳顶。欲和采薇歌，千山冻云冷。
﻿蒲中八咏为师岩卿赋 其五 东林夜雨,金,陈赓,五言绝句,林壑冷含秋，风雨黯如海。何如赞公房，青灯淡相对。
﻿蒲中八咏为师岩卿赋 其六 西岩叠巘,金,陈赓,五言绝句,梵刹盘空曲，烟霞锦绣纹。山灵傥招隐，径入万重云。
﻿蒲中八咏为师岩卿赋 其七 妫汭夕阳,金,陈赓,五言绝句,蓂阶降英皇，此地嫔有虞。南巡竟不返，愁云接苍梧。
﻿蒲中八咏为师岩卿赋 其八 王官飞湍,金,陈赓,五言绝句,悬流落云岩，遥空挂飞练。何时�清泠，一颒黄尘面。
﻿送寇辅臣,金,陈赓,七言绝句,古陌风尘点客衣，送春君亦伴春归。东风不管离人恨，吹落杨花满地飞。
﻿岘山秋晚图,金,陈赓,古风,太山高嵯峨，小山低培嵝。清江锦树带秋烟，烟际人家在林薮。荆河迤南三岘山，此图定绘襄阳否。诗人翰墨丹青手，落笔天机随所有。岘首真在襄阳西，遥观汉水含风漪。上有龟龙一片石，云是羊公堕泪碑。试披禹迹考地志，画师宁免诗人疑。且看满眼江山好，休作燕人过晋悲。
﻿子猷访戴图,金,陈赓,古风,两晋崇玄虚，风流变华夏。举世尚清谈，天地指一马。依阿竹林贤，鸿名重天下。王郎衣冠冑，亦复慕草野。偶来剡溪上，溪水正清泻。扁舟信沿洄，气韵可潇洒。谁与好贤心，丹素入图写。山阴怀古意，欲揽不盈把。赋诗心夷犹，六义愧骚雅。西风尘冥冥，傥有知音者。
