标题,朝代,作者,体裁,内容
谒汉高庙,隋,李百药,古风,纂尧灵命启，灭楚馀闰终。飞名膺帝箓，沈迹韫神功。瑞气朝浮砀，祥符夜告丰。抑扬驾人杰，叱咤掩时雄。缔构三灵改，经纶五纬同。干戈革宇内，声教尽寰中。运谢年逾远，魂归道未穷。树碑留故邑，抗殿表祠宫。沐兰祈泗上，谒帝动深衷。英威肃如在，文物杳成空。竹皮聚寒径，枌社落霜丛。萧索阴云晚，长川起大风。
登叶县故城谒沈诸梁庙,隋,李百药,古风,总辔临秋原，登城望寒日。烟霞共掩映，林野俱萧瑟。楚塞郁不穷，吴山高渐出。客行殊未已，沐澡期终吉。椒桂奠芳樽，风云下虚室。馆宇肃而静，神心康且逸。伊我非真龙，勿惊疲朽质。
赋礼记,隋,李百药,古风,玉帛资王会，郊丘叶圣情。重广开环堵，至道轶金籯。盘薄依厚地，遥裔腾太清。方悦升中礼，足以慰馀生。
笙歌 其二 ,隋,李百药,古风,为相雍门叹，当思执烛游。不惜妾身难再得，方期君寿度千秋。
句,隋,李百药,句,今日持团扇，非是为秋风。
杂曲歌辞 妾薄命,隋,李百药,乐府曲辞,团扇秋风起，长门夜月明。羞闻拊背人，恨说舞腰轻。太常应已醉，刘君恒带酲。横陈每虚设，吉梦竟何成。
少年行,隋,李百药,乐府曲辞,少年飞翠盖，上路勒金镳。始酌文君酒，新吹弄玉箫。少年不欢乐，何以尽芳朝。千金笑里面，一搦掌中腰。挂缨岂惮宿，落珥不胜娇。寄语少年子，无辞归路遥。
杂曲歌辞 其一 火凤辞,隋,李百药,乐府曲辞,歌声扇后出，妆影镜中轻。未能令掩笑，何处欲障声。知音自不惑，得念是分明。莫见双嚬敛，疑人含笑情。
杂曲歌辞 其二 火凤辞,隋,李百药,乐府曲辞,佳人靓晚妆，清唱动兰房。影入含风扇，声飞照日梁。娇嚬眉际敛，逸韵口中香。自有横陈分，应怜秋夜长。
为秦王制诗,隋,李渊,五言绝句,圣德合天地，五宿连珠见。和风拂世民，上下同欢宴。
嘲苏世长,隋,李渊,古风,名长意短，口正心邪。弃忠贞于郑国，忘信义于吾家。
淮阳感怀,隋,李密,古风,金风荡初节，玉露凋晚林。此夕穷涂士，郁陶伤寸心。野平葭苇合，村荒藜藿深。眺听良多感，徙倚独沾襟。沾襟何所为，怅然怀古意。秦俗犹未平，汉道将何翼。樊哙市井徒，萧何刀笔吏。一朝时运会，千古传名谥。寄言世上雄，虚生真可愧。
赠情人诗,隋,李月素,古风,感郎千金意，含娇抱郎宿。试作帷中音，羞开灯前目。
歌,隋,李仙君,古风,金鼎天门开，反童复婴孩。日月照昆仑，真君自然来。三年结黄云，千日成圣胎。九年登金阙，一纪升三台。龙虎自然交，上帝安金台。众神仰天表，忻慕心徘徊。子今受灵文，专心如死灰。积功十二年，功毕登云梯。白光生圆象，紫气冲云霓。端虚念太乙，浩劫天地齐。
钓竿篇,隋,李巨仁,古风,潺湲面江海，滉瀁瞩波澜。不惜黄金饵，唯怜翡翠竿。斜纶控急水，定楫下飞湍。潭迥风来易，川长雾歇难。寄言朝市客，沧浪余自安。
京洛篇,隋,李巨仁,古风,京洛类神仙，蔼蔼却云烟。渐台临太液，玉树并甘泉。车喧平乐外，骑拥濯龙前。竞结萧朱绶，争攀李郭船。独悲韩长孺，死灰犹未燃。
登名山篇,隋,李巨仁,古风,名山称地镇，千仞上凌霄。云开金阙迥，雾起石梁遥。翠微横鸟路，珠涧入星桥。风急青溪晚，霞散赤城朝。寓目幽栖地，驾言追绮季。避世桃源士，忘情漆园吏。抽簪傲九辟，脱屣轻千驷。沈冥负俗心，萧洒凌云意。苍苍耸极天，伏眺尽山川。叠峰如积浪，分崖若断烟。浅深闻度雨，轻重听飞泉。采药逢三岛，寻真值九仙。藏书凡几代，看博已经年。逝将追羽客，千载一来旋。
赋得方塘含白水诗,隋,李巨仁,古风,白水溢方塘，淼淼素波扬。叠浪轻凫影，连漪写雁行。长堤柳色翠，夹岸荇花黄。观鱼自有乐，何必在濠梁。
赋得镜诗,隋,李巨仁,古风,魏公知本姓，秦楼识旧名。凤从台上出，龙就匣中生。无波菱自动，不夜月恒明。非唯照佳丽，复得厌山精。
幸秦川上梓潼山,隋,李衍,五言律诗,乔岩簇冷烟，幽径上寒天。下瞰峨眉岭，上窥华岳巅。驱驰非取乐，按幸为忧边。此去如登陟，歌楼路几千。
题剑门,隋,李衍,五言律诗,缓辔踰双剑，行行蹑石棱。作千寻壁垒，为万祀依凭。道德虽无取，江山粗可矜。回看城阙路，云叠树层层。
过白卫岭和韩昭,隋,李衍,七言律诗,先朝神武力开边，画断封疆四五千。前望陇山屯剑戟，后凭巫峡锁烽烟。轩皇尚自亲平寇，嬴政徒劳爱学仙。想到隗宫寻胜处，正应莺语暮春天。
宫词,隋,李衍,古风,辉辉赫赫浮玉云，宣华池上月华新。月华如水浸宫殿，有酒不醉真痴人。
句,隋,李衍,句,不缘朝阙去，好此结茅庐。
和从叔禄愔元日早朝,隋,李元操,五言排律,铜浑变秋节，玉律动年灰。暧暧城霞旦，隐隐禁门开。众灵凑仙府，百神朝帝台。叶令双凫至，梁王驷马来。戈鋋映林阙，歌管拂尘埃。保章望瑞气，尚书免火灾。冠冕多秀士，簪裾饶上才。谁怜张仲蔚，日暮反蒿莱。
见美人闻琴不听,隋,李播,五言绝句,洛浦风流雪，阳台朝暮云。闻琴不肯听，似妒卓文君。
宣正殿芝草,隋,李义府,五言律诗,明王敦孝感，宝殿秀灵芝。色带朝阳净，光涵雨露滋。且标宣德重，更引国恩施。圣祚今无限，微臣乐未移。
咏鹦鹉,隋,李义府,五言律诗,牵弋辞重海，触网去层峦。戢翼雕笼际，延思彩霞端。慕侣朝声切，离群夜影寒。能言殊可贵，相助忆长安。
咏乌,隋,李义府,五言绝句,日里飏朝彩，琴中伴夜啼。上林如许树，不借一枝栖。
和边城秋气早,隋,李义府,古风,金微凝素节，玉律应清葭。边马秋声急，征鸿晓阵斜。关树凋凉叶，塞草落寒花。雾暗长川景，云昏大漠沙。溪深路难越，川平望超忽。极望断烟飘，遥落惊蓬没。霜结龙城吹，水照龟林月。日色夏犹冷，霜华春未歇。睿作高紫宸，分明映玄阙。
招谕有怀赠同行人,隋,李义府,古风,远游冒艰阻，深入劳存谕。春去辞国门，秋还在边戍。轩车行未返，节序催难驻。陌上悲转蓬，园中想芳树。蜀山自纷纠，岷水恒奔注。临汎多苦怀，登攀寡欢趣。永夕飞淫雨，崇朝蒸毒雾。不求绥岭桃，宁美邛乡蒟。白狼行欲静，骢马何常驱。愿接轺旆尘，联翩东北骛。
在巂州遥叙封禅,隋,李义府,古风,天齐标巨镇，日观启崇朝。岧峣临渤澥，隐嶙控河沂。眺迥分吴乘，凌高属汉祠。建岳诚为长，升功谅在兹。帝猷符广运，玄范畅文思。飞声总地络，腾化抚乾维。瑞策开珍凤，祯图荐宝龟。创封超昔夏，修禅掩前姬。东后方肆觐，西都导六师。肃驾移星苑，扬罕驭风司。沸鼓喧平陆，凝跸静通逵。汶阳驰月羽，蒙阴警电麾。岩花飘曙辇，峰叶荡春旗。石闾环藻卫，金坛映黼帷。仙阶溢秘秬，灵检耀祥芝。张乐分韶濩，观礼纵华夷。佳气浮丹谷，荣光泛绿坻。三始贻遐贶，万岁受重釐。菲质陶恩奖，趋迹奉轩墀。触网沦幽裔，乘徼限明时。周南昔已叹，邛西今复悲。
杂曲歌辞 其一 堂堂,隋,李义府,乐府曲辞,懒正鸳鸯被，羞褰玳瑁床。春风别有意，密处也寻香。
杂曲歌辞 其二 堂堂,隋,李义府,乐府曲辞,镂月成歌扇，裁云作舞衣。自怜回雪影，好取洛川归。
召拜御史大夫赠袁天纲,隋,杜淹,五言律诗,伊吕深可慕，松乔定是虚。系风终不得，脱屣欲安如。且珍纨素美，当与薜萝疏。既逢杨得意，非复久闲居。
咏寒食斗鸡应秦王教,隋,杜淹,五言排律,寒食东郊道，扬鞲竞出笼。花冠初照日，芥羽正生风。顾敌知心勇，先鸣觉气雄。长翘频扫阵，利爪屡通中。飞毛遍绿野，洒血渍芳丛。虽然百战胜，会自不论功。
寄赠齐公,隋,杜淹,五言排律,冠盖游梁日，诗书问志年。佩兰长坂上，攀桂小山前。结交澹若水，履道直如弦。此欢终未极，于兹独播迁。赭衣登蜀道，白首别秦川。泪随沟水逝，心逐晓旌悬。去去逾千里，悠悠隔九天。郊野间长薄，城阙隐凝烟。关门共月对，山路与云连。此时寸心里，难用尺书传。
咏同心芙蓉诗,隋,杜公瞻,古风,灼灼荷花瑞，亭亭出水中。一茎孤引绿，双影共分红。色夺歌人脸，香乱舞衣风。名莲自可念，况复两心同。
玄武门侍宴,隋,杜正伦,五言排律,大君端扆暇，睿赏狎林泉。开轩临禁籞，藉野列芳筵。参差歌管飏，容裔羽旗悬。玉池流若醴，云阁聚非烟。湛露晞尧日，熏风入舜弦。大德侔玄造，微物荷陶甄。谬陪瑶水宴，仍厕柏梁篇。阚名徒上月，邹辩讵谈天。既喜光华旦，还伤迟暮年。犹冀升中日，簪裾奉肃然。
冬日宴于庶子宅各赋一字得节,隋,杜正伦,古风,李门余妄进，徐榻君恒设。清论畅玄言，雅琴飞白雪。寒云暧落景，朔风凄暮节。方欣投辖情，且驻当归别。
侍皇太子宴应令诗,隋,沈君道,古风,副君监抚暇，禁苑暂停车。水落金沙浅，云高玉叶疏。随厨白羽驾，逐钓紫鳞鱼。饱德良无已，荣陪终宴馀。
霹雳引,隋,辛德源,古风,出地声初奋，乘乾威更作。云衔天笑明，雨带星精落。碎枕神无扰，震楹书自若。侧闻吟白虎，远见飞玄鹤。
成连,隋,辛德源,古风,征夫从远役，归望绝云端。蓑笠城逾坏，霜落梅初寒。雪夜愁烽湿，冰朝饮马难。寂寂长安信，谁念客衣单。
芙蓉花,隋,辛德源,古风,洛神挺凝素，文君拂艳红。丽质徒相比，鲜彩两难同。光临照波日，香随出岸风。涉江良自远，托意在无穷。
浮游花,隋,辛德源,古风,窗中斜日照，池上落花浮。若畏春风晚，当思秉烛游。
星名,隋,辛德源,古风,边祲昏高柳，爟火照离宫。明堂发三令，勾陈集五戎。素扇麾全月，朱旗引半虹。虎落惊氛敛，龙城宿雾通。击钟张大乐，置酒宴群公。关山无复阻，车书方大同。
于邢邵座赋诗,隋,辛德源,句,寒威渐离风，春色方依树。
恙妪诗,隋,辛德源,句,皂陂垂肩井。
短歌行,隋,辛德源,乐府曲辞,驰射罢金沟，戏笑上云楼。少妻鸣赵瑟，侍妓转吴讴。杯度浮香满，扇举细尘浮。星河耿凉夜，飞月艳新秋。忽念奔驹促，弥欣执烛游。
白马篇,隋,辛德源,乐府曲辞,任侠重芳辰，相从竞逐春。金羁络赭汗，紫缕应红尘。宝剑提三尺，雕弓韬六钧。鸣珂蹀细柳，飞盖出宜春。遥见浮光发，悬知上头人。
东飞伯劳歌,隋,辛德源,乐府曲辞,合欢芳树连理枝，荆王神女乍相随。谁家妖艳荡轻舟，含娇转眄骋风流。犀枻兰桡翠羽盖，云罗雾縠莲花带。女儿年几十六七，玉面新妆映朝日。落花从风俄度春，空留可怜何处新。
猗兰操,隋,辛德源,琴操,奏事传青阁，拂除乃陶嘉。散条凝露彩，含芳映日华。已知香若麝，无怨直如麻。不学芙蓉草，空作眼中花。
出玉关,隋,来济,五言绝句,敛辔遵龙汉，衔悽渡玉关。今日流沙外，垂涕念生还。
答江学士协诗,隋,周若水,古风,弱龄爱丘壑，与子亟忘归。开襟对泉石，携手玩芳菲。忽闻朝市变，斯乐眇难追。意气酒中改，容颜镜里衰。祁寒伤暮节，落景促馀晖。野旷蓬常转，林遥鸟倦飞。故友轻金玉，万里嗣音徽。乡关不可望，客泪徒沾衣。
咏修竹诗,隋,明克让,句,非君多爱赏，谁贵此贞心。
从军行,隋,明馀庆,古风,三边烽乱惊，十万且横行。风卷常山阵，笳喧细柳营。剑花寒不落，弓月晓逾明。会取淮南地，持作朔方城。
咏死乌诗,隋,明馀庆,古风,暮空长罢噪，箭急不知惊。赖馀琴里曲，犹有夜啼声。
人间可哀之曲,隋,武夷君,古风,天上人间兮会合疏稀。日落西山兮夕鸟归飞。百年一饷兮志与愿违。天宫咫尺兮恨不相随。
别毛明素,隋,法琳,五言律诗,叔夜嗟幽愤，陈思苦责躬。在馀今失候，枉与古人同。草深难见日，松迥易来风。因言得意者，谁复免穷通？
辞诀友人诗,隋,法琳,五言律诗,非意延非罪，离友复离亲。山川万里隔，方劳七尺身。游魂长去楚，分念独留秦。自匪相知者，谁怜死别人。
敕放迁益部临行赋诗,隋,法琳,五言绝句,仆秉屈原操，不探渔父篇。问言蓬转者，答言直如弦。
言志,隋,法琳,五言绝句,草命如悬露，轻生类转蓬。所嗟明夜月，难与古人同。
青溪野老诗,隋,法琳,古风,元淑世位卑，长卿宦情寡。二顷且营田，三钱聊饮马。悬峰白云上，挂月青山下。中心欲有言，未得忘言者。
自感诗三首 其一 ,隋,侯夫人,古风,庭绝玉辇迹，芳草渐成窠。隐隐闻箫鼓，君恩何处多。
自感诗三首 其二 ,隋,侯夫人,古风,欲泣不成泪，悲来翻强歌。庭花方烂熳，无计奈春何。
自感诗三首 其三 ,隋,侯夫人,古风,春阴正无际，独步意如何。不及间花草，翻承雨露多。
妆成诗,隋,侯夫人,古风,妆成多自惜，梦好却成悲。不及杨花意，春来到处飞。
自遣诗,隋,侯夫人,古风,秘洞扃仙卉，雕房销玉人。毛君真可戮，不肯写昭君。
春日看梅诗二首 其一 ,隋,侯夫人,古风,砌雪无消日。卷帘时自颦。庭梅对我有怜意。先露枝头一点春。
春日看梅诗二首 其二 ,隋,侯夫人,古风,香清寒艳好。谁惜是天真。玉梅谢后阳和至。散与群芳自在春。
游明庆寺诗,隋,姚察,古风,地灵居五净，山幽寂四禅。月宫临镜石，花赞绕峰莲。霞晖间幡影，云气合炉烟。迥松高偃盖，水瀑细分泉。含风万籁响，裛露百花鲜。宿昔寻真趣，结友亟留连。山庭出藿蘼，涧沚濯潺湲。因斯事熏习，便得息攀缘。何言遂云雨，怀此怅悠然。徒有南登望，会逐东流旋。
赋得笛诗,隋,姚察,古风,作曲是佳人，制名由巧匠。鹍弦时莫并，凤管还相向。随歌响更发，逐舞声弥亮。宛转度云窗，逶迤出黼帐。长随画堂里，承恩无所让。
奉和晚日杨子江应制诗,隋,柳䛒,古风,诘旦金铙发，骖驾出城闉。鲜云临葆盖，细草藉班轮。千里烟霞色，四望江山春。梅风吹落蕊，酒雨减轻尘。日斜欢未毕，睿想良非一。风生叠浪起，雾卷孤帆出。辞藻丽繁星，高论光朝日。空美邹枚侣，终谢渊云笔。
奉和晚日杨子江应教诗,隋,柳䛒,古风,大江都会所，长洲有旧名。西流控岷蜀，东泛迩蓬瀛。未睹纤罗动，先听远涛声。空濛云色晦，浃垒浪华生。欲知暮雨歇，当观飞旆轻。
奉和春日临渭水应令诗,隋,柳䛒,古风,饮马投钱岸，解钓剖璜津。风丝曳香饵，覆杯怀昔人。
咏死牛诗,隋,柳䛒,古风,一朝辞绀幰，千里别黄河。对衣徒下泣，扣角讵闻歌。
阳春歌,隋,柳䛒,古风,春鸟一啭有千声。春花一丛千种名。旅人无语坐檐楹。思乡怀土志难平。唯当文共酒。暂与兴相迎。
刘生,隋,柳庄,古风,座惊称字孟，豪雄道姓刘。广陌通朱邸，大路起青楼。耍贤驿已置，留宾辖且投。光斜日下雾，庭阴月上钩。
