标题,朝代,作者,体裁,内容
王劭引枯树歌,隋,无名氏,古风,老子庙前古枯树。东南枝如伞。圣主从此去。
长白山歌,隋,无名氏,古风,长白山头百战场，十十五五把长枪。不畏官军十万众，只怕荣公第六郎。
炀帝幸江南时闻民歌,隋,无名氏,古风,我儿征辽东，饿死青山下。今我挽龙舟，又困随堤道。方今天下饥，路粮无些小。前去三千程，此身安可保。寒骨枕荒沙，幽魂泣烟草。悲损门内妻，望断吾家老。安得义男儿，焚此无主尸。引其孤魂回，负其白骨归。
炀帝梦二竖子歌,隋,无名氏,古风,住亦死。去亦死。未若乘船渡江水。
文中子梦颜子援琴歌,隋,无名氏,古风,礼乐既正。诗书既成。赞明易道。聿修玄经。归休乎。何必永厥龄。
选人为辛亶歌,隋,无名氏,古风,辛亶去。吏部明。开贤路。遇太平。今年定知不可得。后岁仍期更入京。
炀帝时并州童谣,隋,无名氏,古风,一张纸。两张纸。客量小儿作天子。
隋末江东童谣,隋,无名氏,古风,江水保泠泠，杨柳何青青。人今正好乐，已复戍彭城。
大业长白山谣,隋,无名氏,古风,长白山前知世郎。纯著红罗绵背裆。长槊侵天半。轮刀耀日光。上山吃獐鹿。下山吃牛羊。忽闻官军至。提刀向前荡。譬如辽东死。斩头何所伤。
长安为崔弘度屈突盖语,隋,无名氏,古风,宁饮三升醋，不见崔弘度。宁炙三斗艾，不逢屈突盖。
相州百姓为樊叔略语,隋,无名氏,古风,智无穷清乡公。上下正。樊安定。
时人为库狄士文语,隋,无名氏,古风,刺史罗刹政，司马蝮蛇瞋。长史含笑判，清河生吃人。
王子思归歌,隋,无名氏,古风,洞庭兮木秋。涔阳兮草衰。去千乘之家国。作咸阳之布衣。
出塞,隋,无名氏,古风,候骑出甘泉，奔命入居延。旗作浮云影，阵如明月弦。
项王歌,隋,无名氏,古风,无复拔山力，谁论盖世才。欲知汉骑满，但听楚歌哀。悲看骓马去，泣望舣舟来。
于阗采花,隋,无名氏,古风,山川虽异所，草木尚同春。亦如溱洧地，自有采花人。
沐浴子,隋,无名氏,古风,澡身经兰泛，濯发傃芳洲。折荣聊踯躅，攀桂且淹留。
泽雉,隋,无名氏,古风,擅场延绣颈，朝飞弄绮翼。饮啄常自在，惊雄恒不息。
黄门倡歌,隋,无名氏,古风,佳人俱绝世，握手上春楼。点黛方初月，缝裙学石榴。君王入朝罢，争竞理衣裘。
送别诗,隋,无名氏,古风,杨柳青青著地垂，杨花漫漫搅天飞。柳条折尽花飞尽，借问行人归不归。
洛中童谣二首 其二 ,隋,无名氏,古风,头去项，脚根齐。驱上树，不须梯。
化胡歌七首 其一 ,隋,无名氏,古风,我往化胡时，头载通天威。金紫照虚空，燄燄有光晖。胡王心懭戾，不尊我为师。吾作变通力，要之出神威。麾月使东走，须弥而西颓。足踏乾川桥，日月左右回。天地昼暗昏，星辰牙差驰。众灾竞地起，良医绝不知。胡王心怖怕，叉手向吾啼。作大慈悲教，化之渐微微。落簪去一食，右肩不著衣。男曰忧婆塞，女曰忧婆夷。化胡今宾服，游神于紫微。
化胡歌七首 其二 ,隋,无名氏,古风,我在舍卫时。约敕瞿昙身。汝共摩诃萨。赍经教东秦。历落神州界。迫至东海间。广宣至尊法。教授聋俗人。与子威神法。化道满千年。年终时当还。慎莫恋中秦。致令天气怒。太上踏地瞋。寺庙崩倒澌。龙王舐经文。八万四千弟子。一时受大缘。轮转五道头。万元一升仙。吾子三天上。悯子泪流连。念子出行道。不能却死缘。不能陵虚空。束身入黄泉。天门地户塞。一去不能还。虽得存禋嗣。使子常塞心。逆天违地理。灾考加子身。神能易生死。由子行不真。三十六天道。终卒归无形。我身西化时。登上华狱山。举目看昆仑。须弥了了悬。矫翼履清虚。倏忽到西天。但见西王母。严驾欲东旋。玉女数万千。姿容甚丽妍。天姿绝端严。齐执皇灵书。诵读仙圣经。养我同时姝。将我入天庭。皇老东向坐。身体皦然明。授我仙圣道。接度天下贤。
化胡歌七首 其三 ,隋,无名氏,古风,我昔西化时。登上华狱山。北向视玄冥。秦川荡然平。汉少杂类多。不信至真言。吾后千馀年。白骨如丘山。尸骸路草野。流血成洪渊。不忍见子苦。故作大秦吟。哀叹二十颂。以示通中贤。见机降时世。不值苦以辛。
化胡歌七首 其四 ,隋,无名氏,古风,我昔化胡时，西登太白山。修身岩石里，四向集诸仙。玉女檐浆酪，仙人歌玉文。天龙翼从后，白虎口驰刚。玄武负钟鼓，朱雀持幢幡。化胡成佛道，丈六金刚身。时与决口教，后当存经文。吾升九天后，克木作吾身。
化胡歌七首 其五 ,隋,无名氏,古风,我昔离周时，西化向罽宾。路由函关去，会见尹喜身。尹喜通窈冥，候天见紫云。知吾当西过，沐浴齐戒身。日夜立香火，约敕守门人。执简迎谒请，延我入皇庭。叩搏亦无数，求欲从我身。道取人诚信，三日口不言。吾知喜心至，遗喜五千文。欲得求长生，读之易精神。将喜入西域，迁喜为真人。
化胡歌七首 其六 ,隋,无名氏,古风,我西化胡时。涉天靡不遥。牵天覆六合。艰难身尽婴。胡人不识法。放火烧我身。身亦不缺损。乃复沉深浏。龙王折水脉。复流不复行。愚人皆哀叹。枉此贤人身。吾作腾波气。起立上著天。日月头上皦。光照亿万千。胡王心方悟。知是我圣人。叩头求悔过。今欲奉侍君。伏愿降灵气。怒活国土人。吾视怨家如赤子。不顾仇以嫌。化命一世士。坐卧诵经文。身无荣华饰。后毕得升天。吾告时世人。三界里中贤。欲求长生道。莫爱千金身。出身著死地。返更得生缘。火中生莲花。尔乃是至真。莫有生煞想。得道升清天。未负即真信。丧子千金身。
化胡歌七首 其七 ,隋,无名氏,古风,我昔学道时。登崖历长松。盘屈幽谷里。求觅仙圣公。食服泥洹散。渐得不死踪。九重室中得见不死童。身体绝华丽。二仪中无双。遗我元气乐药。忽然天圣聪。
尹喜哀叹五首 其一 ,隋,无名氏,古风,尹喜告世人。欲求长生道。莫求时世荣。我昔得道时。身为关府君。一日三赏赐。杂彩以金银。不以为己有。施与贫穷人。白日沾王事。夜便习灵仙。餐松食苦柏。微命乃得存。精诚神明佑。守真仰苍天。感得天地道。遇见老君身。难我以父母。却遗五千文。秘室熟读之。三年易精神。授我仙圣方。都体解自然。
尹喜哀叹五首 其二 ,隋,无名氏,古风,我昔上九天，下向视玄冥。但见飞仙士，列翼影清天。朝宗九天主，太上皇老君。涤荡六府中，受读仙圣文。王乔得圣道，游行五岳间。服气食玉英，受命与天并。
尹喜哀叹五首 其三 ,隋,无名氏,古风,昔往学道时，登岳历高冈。动见百丈谷，赫赤道里长。有无极神气，何以到西方。元以度赤谷，垂泪数千行。自念宿罪重，五内心摧伤。
尹喜哀叹五首 其四 ,隋,无名氏,古风,我昔求道时，径历数千崖。浮游八荒外，徒跣身无衣。东过日出界，西寻清山累。足底重躎生，手中抱少微。道见西王母，问我子何归。耻身不学道，意欲觅仙师。感我精诚至，乞我鞋以衣。尔乃得学道，仙气渐微微。父母怪我晚，昼夜悲嗥啼。大道与俗返，一往不复归。高志日日远，不觉心肝摧。虽得不死道，日月垂微微。心精不退转，今作天人师。
尹喜哀叹五首 其五 ,隋,无名氏,古风,昔往学道时，踪迹亦难寻。东到日出界，树木郁郁深。南到阎浮提，大火烧我身。西到俱地𡰱，但见金城门。青龙绕城腹，白虎守城前。冲天金楼殿，太上居湛然。光影耀虚空，仙人绝端严。齐执黄卷书，口诵长生文。北向入玄冥，大水湛湛深。绕天数百迎，足底重躎生。尔乃得仙道，把揽天地神。子能述吾道，白日得升天。
太上皇老君哀歌七首 其一 ,隋,无名氏,古风,三十六宫主，太上皇老君。哀悯下世士，垂神教世贤。子欲修冥福，先当体窈冥。生时得尊贵，不如过去荣。仙驾龙车迎，迎子游清天。上登金楼殿，坐卧虚空间。行则飞仙从，威仪上柱天。朝登天东头，暮到于天西。戏乐九天外，纵意极周旋。驱使役百鬼，总统于万金。
太上皇老君哀歌七首 其二 ,隋,无名氏,古风,吾哀世愚民，不信冥中神。恃力害良善，不避贤行人。驰马骋东西，自谓常无前。善恶毕有报，业缘须臾间。神明在上见，遣使直往牵。从上头底收，系著天牢门。五毒更㸦加，恶神来克侵。口吟不能言，妻子呼仓天。莫怨神不佑，由子行不仁。
太上皇老君哀歌七首 其三 ,隋,无名氏,古风,吾哀时世人，不信于神明。先人与种福，子孙履上行。衣厚饭得饱，灾考不到门。口气头嘘天，自谓常终日。看师真辽然，得病叩头请。外恭心不敬，神明以知人。三魂系地狱，七魄悬著天。三魂消散澌，五神不安宁。伺命来执宰，丞相踏地瞋。左神不削死，右神不著生。生神不卫护，煞神来入身。或患腰背痛，或患头目疼。百脉不复流，奋忽入黄泉。天门地户闭，一去不复还。
太上皇老君哀歌七首 其四 ,隋,无名氏,古风,吾哀世愚人，不信冥中神。生时不恭敬，死便偿罪缘。典官逐后驱，牵北走东西。抱沙填江海，负石累高山。白日不得食，夜分不得眠。朝与杖一百，暮与鞭一千。不堪考对苦，卖罪与生人。两两共相牵，遂至死灭门。皆由不敬道，神明考樀人。何不敬真神，生死得升天。生荣死者乐，生死得蒙恩。
太上皇老君哀歌七首 其五 ,隋,无名氏,古风,吾哀时世人，不信冥中神。一门有十息，纵意行不仁。神明鉴无外，终不滥煞人。或夭华秀子，或夭妙少年。门崩户以坏，学者如浮云。死亦不脱岁，悲哭仍相寻。妻子沉堙澌，一身孤独存。呼天天玄远，呼地地亦深。不能自怨责，各道怨师尊。虽欲思善道，十子不复还。
太上皇老君哀歌七首 其六 ,隋,无名氏,古风,吾告时世人，修道宜殷勤。恩亦不虚生，神明必报人。昔有刘仲伯，精诚于道门。勤恶使从善，岁会集群贤。香火日夜勤，亦能感仓天。命尽应当死，众神与表天。三魂飞杨澌，七魄入死星。右神削死藉，左神著生名。伺命来极济，左相踏地瞋。普告二十狱，拔出仲伯身。三魂还复流，七魄还入身。血脉还运转，百节方更坚。面目更端严，肉骨更鲜明。死臣三七日，寝尸还更生。
太上皇老君哀歌七首 其七 ,隋,无名氏,古风,吾告时世人，髐骨不别真。闲时不共语，急便来求人。死者如流水，去者如浮云。秦川屯军马，中庭生丛榛。百中不留一，到思吾本言。何不学仙道，人身常得存。
老君十六变词 其一 ,隋,无名氏,古风,一变之时。生在南方亦如火。出胎堕地能独坐。合口诵经声璅璅。眼中泪出珠子䂺。父母世间惊怪我。复畏寒冻来结果。身着天衣谁知我。
老君十六变词 其二 ,隋,无名氏,古风,二变之时。生在西岳在汉川。寄生王家练精神。出胎堕地谁语言。晃晃昱昱似金银。三十六色绮罗文。国王欢喜会群臣。英儒雅士平论。忽然变化作大人。发眉皓白头柱天。
老君十六变词 其三 ,隋,无名氏,古风,三变之时。变形易体在北方。出胎堕地能居床。合口诵经声琅琅。额上三午十二行。两手不门把文章。配名天地厚阴阳。从石入金快翱翔。
老君十六变词 其四 ,隋,无名氏,古风,四变之时。生在东方身青葱。出胎堕地能瞳舂。合口诵经声雍雍。白日母抱夜乘龙。昆仑山上或西东。上天入地登虚空。仙人侍从数万里。当此之时神气通。
老君十六变词 其五 ,隋,无名氏,古风,五变之时。生在中都在洛川。嵩高少室岭岑颠。中央修福十万年。教授仙人数万千。齐得升天入青云。降鉴周室八百年。运终数尽向罽宾。化胡成佛还东秦。敷杨道教整天文。
老君十六变词 其六 ,隋,无名氏,古风,六变之时。生在乾地西北角。图画天地立五岳。处置星辰叙四渎。二十八宿注乡曲。日月照曜为下国。走如流水得周局。智者察之知急速。雨泽以时熟五䅽。万人食之大化足。
老君十六变词 其七 ,隋,无名氏,古风,七变之时。生在北方在海嵎。出胎堕地声由由。好喜歌舞无忧愁。造作音乐作箜篌。万帝来请用解忧。黄河为路行竟头。一身涉世快游游。
老君十六变词 其八 ,隋,无名氏,古风,八变之时。生在东北在艮地。图尽天地我次比。白衣居士维靡诘。欲结坐禅须谙气。通畅经书有舍利。见吾相好须信企。感子单诚不延次。齐得升天不堕地。
老君十六变词 其九 ,隋,无名氏,古风,九变之时。下人黄泉正地柱。开辟天地施地户。四气非阳立冥所。虽有人民不能语。吾入身中施六府。胁为傍通心为主。从此以来能言语。尊卑大小有次绪。万天称传道为父。
老君十六变词 其十 ,隋,无名氏,古风,十变之时。生在东南出风门。尽出天道安山川。置立五岳集灵仙。吹嘘寒暑生万民。烦气众生人得真。置立五藏施心神。动作六神能语言。有生有死须臾间。如水东流何时还。邂逅相代不得停。何不习善求长生。槃散流俗入胶盆。不能免离丧子身。欲求度世于中禅。搦心不坚固仙根。音聋音哑都不伦。由子前身谤经文。论说道士毁圣人。在恶必报受罪缘。但勤自责莫怨天。
老君十六变词 其十一 ,隋,无名氏,古风,十一变之时。生在南方阎浮地。造作天地有作为。化生万物由婴儿。阴阳相对共相随。众生禀气各自为。番息众多满地池。生活自卫由乘靡。劫数灭尽一时亏。洪水滔天到月支。选擢种民留伏羲。思之念之立僧秪。唯有大圣共相知。
老君十六变词 其十二 ,隋,无名氏,古风,十二变之时。生在西南在黄昏。时人厌贱还𠈣身。善权方略更受新。寄胎托俗蟒蛇身。胎中诵经不遇人。左胁而出不由关。堕地七步杂秽间。九龙洗浴人不闻。国王欢喜立东宫。与迎新妇守衢夷。八百伎女营乐身。八研四升不破禅。破散库藏施贫人。道十八人诣宫门。贾作大丑婆罗门。借问太子何时还。王心不语动王情。骑王白象触王瞋。先师知意不与言。𡒨著擅特在丘。投身饿虎求道门。变为白狗数百身。稽骨须弥示后人。传语后学须精勤。莫贪秽辱丧子身。沉累六趣更生难。不信我语至时看。
老君十六变词 其十三 ,隋,无名氏,古风,十三变之时。变形易体在罽宾。从天而下无根元。号作弥勒金刚身。胡人不识举邪神。兴兵动众围圣人。积薪国北烧老君。太上慈悯怜众生。渐渐诱进说法轮。剔其须发作道人。横被无领涅槃僧。蒙头著领待老君。手捉锡杖惊地虫。卧便思神起诵经。佛气错乱欲东秦。梦应明帝张愆迎。白象驮经诣洛城。汉家立子无人情。舍家父母习沙门。亦无至心逃避兵。不玩道法贪治生。搦心不坚还俗经。八万四千应罪缘。破塔怀庙诛道人。打𣀮铜像削取金。未荣几时还造新。虽得存立帝恐心。
老君十六变词 其十四 ,隋,无名氏,古风,十四变之时。变形易像在金卫。沙门闱城说经偈。至著罪人未可济。胡人闻之心恐怪。将从群党来朝拜。叩头悔过求受戒。克肌克骨誓不退。烧指练臂自盟誓。男不妻娶坐思禅。死为尸陁喂鹰鹯。迁神涅槃舍利弗。骨得八百升散诸国。如此迁达离烦欲。苦身求道立可得。
老君十六变词 其十五 ,隋,无名氏,古风,十五变之时。西向教化到罽宾。胡国相厘还迦夷。侵境暴耗买育人。男子守塞忧婆夷。吾入国中作善词。说化男子受三归。渐渐诱进说法轮。剔其须发作道人。阳为和上阴阿尼。假作父母度僧尼。师徒相度理无私。迁神涅槃归紫微。四镇安穆和我神。胡人思念长吁啼。铸作金像法我形。三时入礼求长生。寂寂寞寞不应人。低头视地仰看天。大圣正真何时还。
老君十六变词 其十六 ,隋,无名氏,古风,十六变之时。生在蒲林号有遮。大富长者树提阇。有一手巾像龙蛇。遣风吹去到王家。国王得之大叹吒。兴兵动众来向家。离舍百里见莲花。国有审看一月夜。王心恶之欲破家。忽然变化白净舍。出家求道号释迦。
老君十六变词 其十七 ,隋,无名氏,古风,五百岁之时。乘龙驾虎道得昌。汉地广大历记长。三十六人计弟兄。超度北阙云中翔。新卢酒出俱行尝。娥媚出边作细昌。当此之时乐未央。伊耶乐生寿命长。
老君十六变词 其十八 ,隋,无名氏,古风,六百岁之时。一世以去二世归。城郭如故时人非。观者众多知我谁。死生各异令人悲。何不学道世欲衰。踟蹰西北长吁谁。伊耶乐生治太微。
废帝时童谣三首 其二 ,隋,无名氏,古风,羊羊吃野草。不吃野草远我道。不远打尔脑。
废帝时童谣三首 其三 ,隋,无名氏,古风,阿𡡉姑。祸也。道人姑夫。死也。
曲严祖珽为斛律光造谣二首 其二 ,隋,无名氏,古风,高山不推自崩。槲木不扶自竖。盲老公背上下大斧。饶舌老母不得语。
大禘圜丘及北郊歌辞十三首 其七 高明乐,隋,无名氏,古风,上下眷，旁午从。爵以质，献以恭。咸斯畅，乐唯雍。孝敬阐，临万邦。
大禘圜丘及北郊歌辞十三首 其十 皇夏乐,隋,无名氏,古风,皇心缅且感，吉蠲奉至诚。赫哉光盛德，乾坤照百灵。报福归昌运，承佑播休明。风云驰九域，龙蛟跃四溟。浮幕呈光气，俪象烛华精。护武方知耻，韶夏仅同声。
大禘圜丘及北郊歌辞十三首 其十一 高明乐,隋,无名氏,古风,献享毕，悬佾周。神之驾，将上游。超斗极，绝河流。怀万国，宁九州。欣帝道，心顾留。匝上下，荷皇休。
五郊乐歌五首 其一 青帝高明乐,隋,无名氏,古风,岁云献，谷风归。斗东指，雁北飞。电鞭激，雷车遽。虹旌靡，青龙驭。和气洽，具物滋。翻降止，应帝期。
五郊乐歌五首 其三 黄帝高明乐,隋,无名氏,古风,居中匝五运，乘衡毕四时。含养滋群物，协德固皇基。啴缓契王风，持载符君德。良辰动灵驾，承祀昌邦国。
祀五帝于明堂乐歌十一首 其二 高明乐,隋,无名氏,古风,祖德光，国图昌。祗上帝，礼四方。辟紫宫，动华阙。龙虎奋，风云发。飞朱雀，从玄武。携日月，带雷雨。耀宇内，溢区中。眷帝道，感皇风。帝道康，皇风扇。粢盛列，椒醑荐。神且宁，会五精。归福禄，幸闾亭。
祀五帝于明堂乐歌十一首 其七 高明乐,隋,无名氏,古风,度几筵，辟牖户。礼上帝，感皇祖。酌惟絜，涤以清。荐心款，达神明。
祀五帝于明堂乐歌十一首 其十 高明乐,隋,无名氏,古风,青阳奏，发朱明。歌西皓，唱玄冥。大礼罄，广乐成。神心怿，将远征。饰龙驾，矫凤旌。指阊阖，憩层城。出温谷，迈炎庭。跨西汜，过北溟。忽万亿，耀光精。比电骛，与雷行。嗟皇道，怀万灵。固王业，震天声。
享庙乐辞十八首 其十七 高明乐,隋,无名氏,古风,仰榱桷，慕衣冠。礼云罄，祀将阑。神之驾，纷奕奕。乘白云，无不适。穷昭域，极幽涂。归帝祉，眷皇都。
食举乐十曲 其七 ,隋,无名氏,古风,两仪分，牧以君。陶有象，化无垠。大齐德，邈谁群。超凤火，冠龙云。露以洁，风以薰。荣光至，气氤氲。
食举乐十曲 其八 ,隋,无名氏,古风,神化远，人灵协。寒暑调，风雨燮。披泥检，受图谍。图谍启，期运昌。分四序，缀三光。延宝作，眇无疆。
食举乐十曲 其九 ,隋,无名氏,古风,惟皇道，升平日。河水清，海不溢。云干吕，风入律。驱黔首，入仁寿。与天高，并地厚。
食举乐十曲 其十 ,隋,无名氏,古风,形以厝，颂声扬。皇情邈，眷汾襄。岱山高，配林壮。亭亭耸，云云望。旆葳蕤，驾骙骙。刊金阙，奠玉龟。
武阳山遗咏,隋,无名氏,古风,登武阳。观乐薮。峨岭千蕤洋湖口。命飞螭。驾白驹。临天水。心踟蹰。千载后。不知如。
青帝歌,隋,无名氏,古风,东望重拜手，苍帝玉皇君。灵风鼓橐签，育物布元春。云龙辔严驾，玉衡拥琼轮。枯萌泛沾及，大惠无不均。万仙歌以道，委曲戒天人。心根迷自固，拱跽戴鸿仁。
白帝歌,隋,无名氏,古风,六甲抱金关，七政守灵坛。流铃掷化火，威剑巨龙蟠。恳彼素灵真，明宪孰敢干。束制妖鬼魔，凛落霄风寒。沴气既已息，万天俄而安。真俦荷太庇，抵颡相歌让。
赤帝歌,隋,无名氏,古风,太景开玉枢，洞堂启金除。骞林荫瑶砌，丹鸾踏琼株。宝房名曲丽，明珰神所居。飞游豁云道，引目盻真都。天日永不息，重烟锁青庐。太上敕印开，帕几罗简书。裨风树玄化，殷辛谅有馀。
黑帝歌,隋,无名氏,古风,无质统有物，渊兮上帝心。不启不发道，蕴妙化机深。恐尔漏未尽，阴想忽侵淫。转轮无涯波，苦道相迷寻。万年常谨约，一旦自湮沉。无冲落鬼境，殃遣不可任。
黄帝歌,隋,无名氏,古风,黄天拱中宸，控驾玉化根。翘机贯亿历，洞朗辟四门。大有混皇真，糺制星宿魂。非帝道不运，有方赖之存。威忿即霜秋，和预为阳春。生成握元纪，仰荷戴无垠。
金章太守章,隋,无名氏,古风,大魔乘空发，万精骇神庭。托化谣歌章，随变入无名。嚣气何纷纷，秽道当涂生。云中舍朱宫，北帝踊神兵。鼓洋自知道，玄运来相征。上景御飞辔，迅驾检云营。促校北帝录，收执群魔名。豁落张天罗，放威掷流铃。金真辅空洞，玉光焕八冥。金玄守上宫，神虎戮天精。剪灭万妖气，亿亿悉齐平。上承九天信，啸命靡不倾。招真究三洞，慧诵朗自清。八道望玄■，七转纬天经。混合第一真，拔度七祖程。消灭五苦根，反魂更受荣。金光曜寂室，神仙自然生。香华散玉宇，烟气彻玉京。帝遣徘徊辇，三元降绿軿。迅驾腾九玄，朝我玉皇庭。
步虚辞十首 其一 ,隋,无名氏,古风,稽首礼太上，烧香归虚无。流明随我回，法轮亦三周。玄愿四大兴，灵庆及王侯。七祖生天堂，煌煌曜景敷。啸歌观大漠，天乐适我娱。斋馨无上德，下仙不与俦。妙想明玄觉，诜诜乘虚游。
步虚辞十首 其二 ,隋,无名氏,古风,旋行蹑云纲，乘虚步玄纪。吟咏帝一尊，百关自调理。俯命八海童，仰携高仙子。诸天散香华，翛然灵风起。宿愿定命根，故致高标拟。欢乐太上前，万劫犹未始。
步虚辞十首 其三 ,隋,无名氏,古风,嵯峨玄都上，十方宗皇一。苕苕天宝台，光明焰流日。炜烨玉林华，茜粲曜珠实。常念餐元精，炼液固形质。金光散紫微，窈窕大乘逸。
步虚辞十首 其四 ,隋,无名氏,古风,俯仰存太上，华景秀丹田。左顾提郁仪，右盼携结璘。六度冠梵行，道德随日新。宿命积福应，闻经若玉亲。天挺超世才，乐诵希微篇。冲虚太和气，吐纳流霞津。胎息静百关，寥寥究三便。泥丸洞明景，遂成金华仙。魔王教授事，故能朝诸天。皆从斋戒起，累功结宿缘。飞行凌太虚，提携高上人。
步虚辞十首 其五 ,隋,无名氏,古风,控辔适十方，旋憩玄景阿。仰观劫刃台，俯盻紫云罗。逍遥太上京，相与坐莲华。积学为真人，恬然荣卫和。永享无期寿，万椿奚足多。
步虚辞十首 其六 ,隋,无名氏,古风,大道师玄寂，升仙友无英。公子度灵符，太一奉洞章。舍利曜金姿，龙驾欻来迎。天尊盻云舆，飘飘乘虚翔。香花若飞雪，纷蔼茂玄梁。头脑礼金阙，携手邀玉京。
步虚辞十首 其七 ,隋,无名氏,古风,骞树圆景园。焕烂七宝林。夭兽三百名。师子巨万寻。飞龙踯躅吟。神凤应节鸣。灵风扇奇华。清香散人衿，自无高仙才。焉能耽此心。
步虚辞十首 其八 ,隋,无名氏,古风,严我九龙驾，乘虚以逍遥。八天如指掌，六合何足辽。众仙诵洞玄，太上唱清谣。香花随风散，玉音成紫霄。五苦一时迸，八难顺经寥。妙哉灵宝圃，兴此大法桥。
步虚辞十首 其九 ,隋,无名氏,古风,天真帝一宫，蔼蔼冠耀灵。流焕法轮网，旋空入无形。虚皇拊云璈，众真诵洞经。高仙凛手赞，弥劫保利贞。
步虚辞十首 其十 ,隋,无名氏,古风,至真无所待，时或辔飞龙。长斋会玄都，鸣玉叩琼钟。十华诸仙集，紫烟结成宫。宝盖罗太上，真人把芙蓉。散花陈我愿，握节徵魔王。法鼓会群仙，灵唱弥不同。无可无不可，思与希微通。
三徒五苦辞 其一 ,隋,无名氏,古风,三才及万物，倚伏各有龄。终始待劫数，福尽天地倾。往反于五道，苦哉更死生。辗转三徒中，去来与祸并。
三徒五苦辞 其二 ,隋,无名氏,古风,大贤慎兹诫，忍性念割情。愚夫不信法，罪痛常自婴。吾念世无己，今故重告明。若欲度斯患，归命太上经。
三徒五苦辞 其三 ,隋,无名氏,古风,罪福不由他，谅自发尔声。大贤故闭口，欲绝诸恶缘。灭念归兼至，倚伏待长泯。弘道以安世，终当见正真。
三徒五苦辞 其四 ,隋,无名氏,古风,淫嫉为祸首，灭身之至患。含养如此害，岂是道所安。知恶而不革，恐必致夭残。怀毒日斋直，令我发长叹。
三徒五苦辞 其五 ,隋,无名氏,古风,宿命有信然，弱丧谓之无。皆欲眼前见，过目即言悠。大贤明道教，惨戚悯顽夫。依依念子苦，勤勤令我忧。
三徒五苦辞 其六 ,隋,无名氏,古风,人命以消尽，亦犹膏中火。四大暂相寓，五物权时假。盛年当勤学，趣求存告我。福尽身神散，冥冥地狱下。上圣畏是故，寻道度斯福。
三徒五苦辞 其七 ,隋,无名氏,古风,学仙行为急，奉戒制情心。虚夷正气居，仙圣处相寻。若不信法言，胡为栖山林。大贤乐经戒，受之为身宝。就学常苦晚，治身恨不早。比当披幽迹，倏欻年已老。执卷吸尔极，将更死痛恼。吾故及弱龄，弃世以学道。
碧落空歌,隋,无名氏,古风,妙哉元始道，大梵敷真文。上开龙汉劫，焕烂光彩分。三十二天书，五老赤字传。垂慈度生死，郁勃吐祥云。中有长命诀，植芽炼飞仙。开函发玄奥，稽首生精勤。仰思高灵降，乘气归三清。
魔王歌章,隋,无名氏,古风,梵行冠太罗，淳风抗玄纪。无形有常存，观世翻然理。屡践不终劫，探幽度生死。三乘通便路，清虚无尘滓。长夜对一魂，地狱五苦解。剑树不摇条，刀上不伤体。门有浩劫翁，地无夭年子。今日庆斯会，诸天并欢喜。不胜情欣悦，高唱稽首礼。
第一欲界飞空之音,隋,无名氏,古风,人道渺渺仙道莽莽。鬼道乐兮当人生门。天道贵生鬼道贵终。仙道常自吉。鬼道常自凶。
第二色界魔王之章,隋,无名氏,古风,落落高照明气四骞，梵行诸天周回十方。无量大神皆由我身，我有洞章万遍成仙。仙道贵度鬼道相连，天地眇莽秽气氛氛。三界乐兮过之常存，身入我界体入自然。此时乐兮薄由我恩，龙汉荡荡何能别真。我界难度故作洞文，变化飞空以试尔身。成败懈退度者几人，笑而不度故为歌音。
第三无色界魔王歌,隋,无名氏,古风,三界之上眇眇大罗。上无色根云层峨峨。唯有元始浩劫之象。部制我界统乘玄都。有过我界身入玉虚。我位上王匡御众魔。空中万变秽气纷葩。保真者少迷惑者多。仙道难固鬼道易邪。人道者心谅不由他。仙道贵实人道贵华。尔不乐仙道。三界那得过。其欲转五道。我当复奈何。
双行缠 其二 ,隋,无名氏,古风,新罗绣行缠，足趺如春妍。他人不言好，独我知可怜。
黄督 其二 ,隋,无名氏,古风,笼车度蹋衍，故人求寄载。催牛闭后户，无预故人事。
拔蒲 其二 ,隋,无名氏,古风,朝发桂兰渚，昼息桑榆下。与君同拔蒲，竟日不成把。
作蚕丝 其二 ,隋,无名氏,古风,春蚕不应老，昼夜常怀丝。何惜微躯尽，缠绵自有时。
作蚕丝 其三 ,隋,无名氏,古风,绩蚕初成茧，相思条女密。投身汤水中，贵得共成匹。
作蚕丝 其四 ,隋,无名氏,古风,素丝非常质，屈折成绮罗。敢辞机杼劳，但恐花色多。
鸟妖诗,隋,无名氏,古风,独足上高台，茂草变为灰。欲知我家处，朱门当水开。
玄卿镜铭,隋,无名氏,古风,日初升，月初盈。纤翳不生，肖兹万形。是曰撄宁，莹虚太清。
齐南郊光章十三首 其四 昭夏乐,隋,无名氏,四言诗,惟圣飨帝，惟孝飨亲。礼行宗祀，敬达郊禋。金枝中树，广乐四陈。月御案节，星驱扶轮。遥光远驾，曜曜振振。告成大报，受厘元神。
齐南郊光章十三首 其十二 昭远乐,隋,无名氏,四言诗,天以德降，地以礼报。牲尊俯陈，柴币仰燎。事展司采，敬达瑄芗。烟贽青昊，震飏紫场。陈馨示策，肃志宗禋。礼非物备，福唯诚陈。
齐明堂乐歌十五首 其二 ,隋,无名氏,四言诗,尊事威仪，辉容昭序。迅恭明神，絜盛牲俎。肃肃严宫，蔼蔼崇基。皇灵降止，百祗具司。戒诚望夜，端烈承朝。依微昭旦，物色轻宵。
